Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
COLONY_ABORT_SETUP;When colonization is aborted.;Quand la colonisation est abandonnée.;Wenn die Kolonisierung abgebrochen wird.;;;;;;;;;;;
COLONY_ABORT_LOG;Colonization of $TARGET$ has been aborted.;la colonisation de $TARGET$ a été abandonnée.;Kolonisierung von $TARGET$ wurde abgebrochen.;;;;;;;;;;;
DIPRELCH_VALID_CB;Valid Casus Belli;Casus Belli valide;Gültiger Kriegsgrund;;;;;;;;;;;
BRIGADES_COMPARE_GREATER;Brigades comparison factor of two countries is at least §Y$VAL$§!;Le facteur de comparaison des brigades des deux pays est d'au moins §Y$VAL$§ !;Der Vergleichswert der Brigaden zweier Länder beträgt mindestens §Y$VAL$§!;;;;;;;;;;;
BRIGADES_COMPARE_SMALLER;Brigades comparison factor of two countries is less than §Y$VAL$§!;Le facteur de comparaison des brigades des deux pays est inférieur à §Y$VAL$§ !;Der Vergleichswert der Brigaden zweier Länder beträgt weniger als §Y$VAL$§!;;;;;;;;;;;
CONFIRM_CREATE_STATE_DESC2;(All local effects will be removed.);(Tous les effets locaux seront supprimés.);(Alle lokalen Effekte werden entfernt.);;;;;;;;;;;
UNIT_ENABLE_REBEL_HUNT;Hunt Rebels;Chasse aux rebelles;Jagt Rebellen;Cazar rebeldes;;;;;;;;;;
UNIT_DISABLE_REBEL_HUNT;(hunting rebels);(chasse des rebelles);(Rebellen jagen);(cazando rebeldes);;;;;;;;;;
UNIT_REBEL_HUNT_WILL_HUNT;§GArmy is ready for rebel hunting.§!;§GL'armée est prête pour la chasse aux rebelles.§!;§GDie Armee ist bereit, Rebellen zu jagen.§!;;;;;;;;;;;
UNIT_REBEL_HUNT_IS_BUSY;§RArmy is currently busy, and will not hunt any rebels right now.§!;§RL'armée est occupée et ne pourra pas chasser les rebelles tout de suite.§!;§RDie Armee ist derzeit beschäftigt und wird momentan keine Rebellen jagen.§!;;;;;;;;;;;
UNIT_REBEL_HUNT_LOW_MORALE;§RArmy has too low morale, and will not hunt any rebels right now.§!;§RL'armée a un moral trop faible et ne peut pas chasser les rebelles maintenant.§!;§RDie Moral der Armee ist zu gering und sie wird momentan keine Rebellen jagen.§!;;;;;;;;;;;
UNIT_REBEL_HUNT_NO_VALID;§REnemy rebels has been detected, but our army will not attack them, because they are too strong for us, or couldn't find a safe path to get there.§!;§RDes rebelles ont été détectés mais notre armée ne les attaquera pas parce qu'ils sont trop fort pour nous ou qu'on ne peut pas trouver un passage sûr pour aller vers eux.§!;§RFeindliche Rebellen wurden aufgespürt, aber unsere Armee weigert sich, sie anzugreifen, da sie viel zu stark für uns sind oder unsere Truppen keinen sicheren Weg zu ihnen finden konnten.§!;;;;;;;;;;;
NOT_RELEASE_AT_WAR;§R(It is not possible to release nations when at war.)§W;§R(Il n'est pas possible de libérer des nations en temps de guerre.)§W;§R(Es ist nicht möglich, während eines Krieges Nationen zu entlassen.)§W;;;;;;;;;;;
COLONY_SUCCESS_5;§Y$PRESTIGE$§! prestige gained.;§Y$PRESTIGE$§! de prestige gagné.;§Y$PRESTIGE$§! Prestige gewonnen.;;;;;;;;;;;
COLONY_SUCCESS_6;(Base value §Y$BASE$§! x §Y$PROV$§! provinces.);(Valeur de base §Y$BASE$§! x §Y$PROV$§! provinces.);(Grundwert §Y$BASE$§! x §Y$PROV$§! Provinzen.);;;;;;;;;;;
COUNTRY_PUPPETS_LIST;Puppets: ;Satellites : ;Marionetten:;;;;;;;;;;;
POLL_ESTIMATED_ELECTION;In an election we estimate the following result.;En cas d'élection, nous nous attendons au résultat suivant.;In einer Wahl erwarten wir die folgenden Ergebnisse.;;;;;;;;;;;
MODIFIER_MOVEMENT_COST;Troop Movement Cost;Coût du mouvement de troupe;Kosten der Truppenbewegung;;;;;;;;;;;
SPEED_IMPACT_ON_CB;Speed of generation is changed by §Y$VAL$§W.;La vitesse de génération change de §Y$VAL$§W.;Die Geschwindigkeit der Generationen hat sich um §Y$VAL$§W geändert.;;;;;;;;;;;
TERR_COMB_WIDTH_DEC;Combat width is reduced by §Y$VAL$§W% in this terrain.;L'ampleur du combat est réduite de §Y$VAL$§W % sur ce terrain.;Die Angriffsweite für dieses Terrain ist um §Y$VAL$§W% reduziert.;;;;;;;;;;;
MODIFIER_BOOST_STRONGEST_PARTY;Strength of Strongest Party;Force du plus fort parti;Stärke der stärksten Partei;;;;;;;;;;;
PEACEDEMANDDESC;$COUNTRY$ is demanding a peace on the following terms:;$COUNTRY$ demande la paix selon les termes suivants :;$COUNTRY$ verlangt Frieden unter den folgenden Bedingungen:;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_SETUP;When our war justification process is no longer valid.;Quand notre justification de guerre n'est plus valide.;Sobald unser Prozess der Kriegsrechtfertigung nicht länger gültig ist.;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_HEADER;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_1;War Justification;Casus Belli;Kriegsrechtfertigung;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_2;Our attempt to justify war using;Notre tentative de justifier la guerre par le;Unser Versuch, den Krieg zu rechtfertigen mittels;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_3;§Y$CASUS$§! Casus Belli;Casus Belli §Y$CASUS$§!;§Y$CASUS$§! Casus Belli;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_4;against;contre;gegen;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_5;$TARGET$;$TARGET$;$TARGET$;;$TARGET$;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_6;is no longer valid!;n'est plus valide !;ist nicht länger gültig!;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_LOG;Our war justification process against $TARGET$ is no longer valid.;La justification de notre guerre contre $TARGET$ n'est plus valide.;Unser Prozess der Kriegsrechtfertigung gegenüber $TARGET$ ist nicht länger gültig.;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_BTN1;OK;D'accord;OK;OK;OK;OK;Rendben;OK;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_BTN2;OK;D'accord;OK;OK;OK;OK;Rendben;OK;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_BTN3;Goto;Voir;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_MAP;*;*;*;*;*;*;*;;;;;;;
NO_ALLOWED_COUNTRIES;(There is no applicable country).;(Pas de pays applicable).;(Es gibt kein geeignetes Land).;;;;;;;;;;;
NO_ALLOWED_STATES;(There is no applicable states).;(Pas d'État applicable).;(Es gibt keine geeigneten Staaten).;;;;;;;;;;;
HAS_LESS_STATE_THAN;Has number of States < ;Nombre d'États <;besitzt eine Staatsanzahl von <;;;;;;;;;;;
HAS_STATES_GREATER_EQ;Has number of States >= ;Nombre d'États >= ;besitzt eine Staatsanzahl von >=;;;;;;;;;;;
HAVE_MORE_SUBSTATES_THEN;Have more substates than ;Nombre de sous-états supérieur à ;Besitze mehr Unterstaaten als;;;;;;;;;;;
HAVE_LESS_SUBSTATES_THEN;Have less substates than ;Nombre de sous-états inférieur à ;Besitze weniger Unterstaaten als;;;;;;;;;;;
HAVE_MORE_VASSALS_THAN;Have more puppets than ;Nous avons plus de satellites que ;Besitze mehr Marionetten als;;;;;;;;;;;
HAS_UNION_TAG;has culture union;a la culture syndicale;besitzt kulturelle Unionen;;;;;;;;;;;
HAS_NO_UNION_TAG;has NO culture union;n'a pas de culture syndicale;besitzt KEINE kulturellen Unionen;;;;;;;;;;;
HAS_CULTURE_UNION;Has culture union;A la culture syndicale;Besitzt kulturelle Unionen;;;;;;;;;;;
HAS_NOT_CULTURE_UNION;Has NO culture union;N'a pas de culture syndicale;Besitzt KEINE kulturellen Unionen;;;;;;;;;;;
IS_STATE_CAPITAL;is state capital;est la capitale de l'État;ist Landeshauptstadt;;;;;;;;;;;
IS_NOT_STATE_CAPITAL;is NOT state capital;n'est pas la capitale de l'État;ist KEINE Landeshauptstadt;;;;;;;;;;;
SUBSIDIZE_ALL_TOOLTIP;Subsidize all factories on the list.;Subventionner toutes les usines de la liste.;Alle Fabrikanlagen von dieser Liste werden bezuschusst.;;;;;;;;;;;
UNSUBSIDIZE_ALL_TOOLTIP;Cancel subsidies for all factories on the list.;Annuler les subventions pour toutes les usines de la liste.;Bezuschussung aller Fabrikanlagen von dieser Liste abbrechen.;;;;;;;;;;;
OPEN_ALL_TOOLTIP;Open all factories on the list.;Ouvrir toutes les usines de la liste.;Alle Fabrikanlagen von dieser Liste öffnen.;;;;;;;;;;;
CLOSE_ALL_TOOLTIP;Close all factories on the list.;Fermer toutes les usines de la liste.;Alle Fabrikanlagen von dieser Liste schließen.;;;;;;;;;;;
ON_ENACT_UNCIV_REFORM;When enacted:;Lorsqu'elle a été promulguée :;Sobald beschlossen:;;;;;;;;;;;
EFFECT_BUILD_IN_CAPITAL_DESC;§Y$BLD$§! construction will take place in: §Y$PROVS$§!;§Y$BLD$§! constructions sont prévues en §Y$PROVS$§!;§Y$BLD$§! Bau wird in: §Y$PROVS$§! beginnen;;;;;;;;;;;
TRIGGER_BUILD_IN_CAPITAL_DESC;§RConstruction is not allowed for now.§!;§RLa construction n'est pas autorisée pour le moment.§!;§RBau ist derzeit nicht gestattet.§!;;;;;;;;;;;
DIPLOMACY_CB_INFO;War Justification;Casus Belli;Kriegsrechtfertigung;;;;;;;;;;;
COLONIZE_MAX_SLOTS;No more then §Y$NUM$§! countries can compete for province colonization.;Pas plus de §Y$NUM$§! pays peuvent être en concurrencer pour la colonisation de la province.;Es können nicht mehr als §Y$NUM$§! Länder um die Kolonisierung einer Provinz kämpfen.;;;;;;;;;;;
RIGHT_CLICK_TO_REMOVE_NF;§YRight mouse click§! to remove the current focus.;§YClic droit§! pour supprimer la cause nationale actuelle;§YRechte Maustaste klicken§!, um den gegenwärtigen Fokus zu entfernen. ;;;;;;;;;;;
CONFIRM_REMOVE_COLONY_NF_TITLE;Remove Colonization National Focus;Supprimer la cause nationale de colonisation;Den nationalen Fokus der Kolonisierung entfernen ;;;;;;;;;;;
CONFIRM_REMOVE_COLONY_NF_DESC;Your colonization progress will be lost. Do you want to remove the national focus?;La progression de votre colonisation va être perdue. Voulez-vous supprimer la cause nationale ?;Euer Kolonisierungs-Prozess wird verloren gehen. Möchtet Ihr den nationalen Fokus entfernen?;;;;;;;;;;;
NF_OVERWRITE_HEADER;To set the new national focus §Y$NF$§! you must remove another one.;Pour adopter la nouvelle cause nationale §Y$NF$§! vous devez en supprimer une autre.;Um den neuen nationalen Fokus auf §Y$NF$§! setzen zu können, müsst Ihr einen anderen entfernen. ;;;;;;;;;;;
NF_OVERWRITE_ENTRY;§Y$NF$§!\nin §G$STATE$§!;§Y$NF$§!\nen §G$STATE$§!;§Y$NF$§!\nin §G$STATE$§!;;;;;;;;;;;
PRESTIGE_MORALE_BONUS;Morale bonus: §Y$VAL$§!;Bonus du moral : §Y$VAL$§!;Moral-Bonus: §Y$VAL$§!;;;;;;;;;;;
PRESTIGE_MAX_ORG_BONUS;Organization bonus: §Y$VAL$§!;Bonus pour l''organisation : §Y$VAL$§!;Organizationsbonus: §Y$VAL$§!;;;;;;;;;;;
PRESTIGE_PENALTY_ON_LEADER_TRANSFER_TITLE;Prestige penalty.;Pénalité de prestige.;Prestige-Strafe.;;;;;;;;;;;
PRESTIGE_PENALTY_ON_LEADER_TRANSFER_DESC;Our country will suffer §R$VAL$§! prestige loss, if we unassign the current leader §Y$NAME$§! from that unit, while at war.\nDo you still want to do that?;Notre pays perdra §R$VAL$§! de prestige si nous retirons le commandant actuel §Y$NAME$§! de cette unité en temps la guerre.\nVoulez-vous vraiment le faire ?;Unser Land wird einen Prestige-Verlust von §R$VAL$§! erleiden, wenn wir den derzeitigen Führer §Y$NAME$§! dieser Einheit während des Krieges entfernen.\nMöchtet Ihr dennoch fortfahren?;;;;;;;;;;;
REORG_PANEL_BALANCE_UNITS;Balance;Équilibre;Guthaben;;;;;;;;;;;
INVEST_PROJECT_NOT_ENOUGH_MONEY;§RWe have not enough funds to do that.§!;§RNous n'avons pas assez de fonds pour ça.§!;§RWir haben keine ausreichenden Mittel, um dies zu tun.§!;;;;;;;;;;;
INVEST_PROJECT_SHORTCUT_MAX;§RCtrl + Left mouse click§! to invest max amount into this project. (§Y$AMOUNT$§!¤);§RCtrl + Clic gauche§! pour investir le montant maximum dans ce projet (§Y$AMOUNT$§! ¤);§RCtrl + Linke Maustaste klicken§!, um die maximale Summe in dieses Projekt zu investieren. (§Y$AMOUNT$§!¤);;;;;;;;;;;
INVEST_PROJECT_SHORTCUT_MAX_ALL;§RShift + Left mouse click§! to invest max amount in all projects. (§Y$AMOUNT$§!¤);§RMaj + Clic gauche§! pour investir le montant maximum dans tous les projets (§Y$AMOUNT$§! ¤);§RShift + Linke Maustaste klicken§!, um die maximale Summe in alle Projekte zu investieren. (§Y$AMOUNT$§!¤);;;;;;;;;;;
INVEST_PROJECT_CONFIRM;Invest;Investissement;Investieren;;;;;;;;;;;
INVEST_PROJECT_MAX;Max;Maximum;Max.;;;;;;;;;;;
INVEST_PROJECT_TITLE;Invest into project: "§Y$PROJ$§!" at §Y$LOC$§!;Investir dans le projet : ""§Y$PROJ$§!"" à §Y$LOC$§!;In dieses Projekt investieren: "§Y$PROJ$§!" bei §Y$LOC$§!;;;;;;;;;;;
INVEST_PROJECT_TOOLTIP_YOUR_BUDGET;Your current budget.;Votre budget actuel.;Euer derzeitiges Budget.;;;;;;;;;;;
INVEST_PROJECT_TOOLTIP_PROJECT_BUDGET;Project budget is §Y$BUD$§! out of §Y$TOT$§! needed.\nYou decide to invest §Y$INV$§! into this project.;Le budget du projet est §Y$BUD$§! sur les §Y$TOT$§! nécessaires.\nVous décidez d'investir  §Y$INV$§! dans ce projet.;Projektbudget beträgt §Y$BUD$§! von §Y$TOT$§! benötigt.\nIhr entscheidet euch dazu, §Y$INV$§! in dieses Projekt zu investieren.;;;;;;;;;;;
INVEST_PROJECT_TOOLTIP_APPLY;Apply your investment.;Appliquer votre investissement.;Eure Investierung abschließen.;;;;;;;;;;;
MIL_MULTI_CONSTRUCTION_TOOLTIP;§YLeft click + SHIFT§! to build all.;§YClic gauche + Maj§! pour tout construire.;§YLinksklick + SHIFT§!, um alles zu bauen.;;;;;;;;;;;
MIL_CONSTRUCTION_CANCEL_ALL_SHORT;Cancel All;Tout annuler;Alles abbrechen;;;;;;;;;;;
MIL_CONSTRUCTION_CANCEL_ALL;Cancel all constructions;Annuler toutes les constructions;Alle Errichtungen abbrechen;;;;;;;;;;;
MIL_CONSTRUCTION_CANCEL_ALL_WARNING_TITLE;Cancel all constructions.;Annuler toutes les constructions.;Alle Errichtungen abbrechen.;;;;;;;;;;;
MIL_CONSTRUCTION_CANCEL_ALL_WARNING_DESC;Are you sure, that you want to cancel all military constructions?;Êtes-vous certain de vouloir annuler toutes nos constructions militaires ?;Seid Ihr Euch sicher, dass Ihr alle militärischen Errichtungen abbrechen möchtet?;;;;;;;;;;;
SORT_BY_PRESTIGE;Sort by prestige;Tri par prestige;Nach Prestige sortieren;;;;;;;;;;;
SORT_BY_NAME;Sort by name;Tri par nom;Nach Namen sortieren;;;;;;;;;;;
SORT_BY_SELECTED;Sort by selected;Tri par sélections;Nach Auswahl sortieren;;;;;;;;;;;
ATTACKUSREBEL_SETUP;When one of our land units is attacked by the Rebels;Quand une de nos unités terrestres subit une attaque des rebelles;Sobald eine unserer Ländereinheiten von den Rebellen angegriffen wird;;;;;;;;;;;
ATTACKUSREBEL_HEADER;Our Chief of Staff reports that;Notre chef d'état-major rapporte que;Unser Stabschef berichtet:;;Nuestro jefe de estado mayor informa de que;;;;;;;;;
ATTACKUSREBEL_1;Our forces are under attack!;Nos forces sont attaquées !;Unsere Truppen werden angegriffen!;;¡Están atacando a nuestras fuerzas!;;;;;;;;;
ATTACKUSREBEL_2;$MONARCHTITLE$, we have been attacked in;$MONARCHTITLE$, nous avons été attaqués dans la province de;$MONARCHTITLE$, wir werden in;;$MONARCHTITLE$, hemos sido atacados en;;;;;;;;;
ATTACKUSREBEL_3;$PROV$.;$PROV$.;$PROV$ angegriffen.;;$PROV$.;;;;;;;;;
ATTACKUSREBEL_4;Hostile forces from $ATTACKER$ have engaged us with;Les forces ennemies de $ATTACKER$ ont engagé le combat contre nous.;Feindliche Truppen von $ATTACKER$ greifen uns an.;;Fuerzas hostiles de $ATTACKER$ han entablado combate con nosotros con;;;;;;;;;
ATTACKUSREBEL_5;*;*;*;;*;;;;;;;;;
ATTACKUSREBEL_6;*;*;*;;*;;;;;;;;;
ATTACKUSREBEL_LOG;We have been attacked in $PROV$.;Nous avons été attaqués dans la province de $PROV$.;Wir wurden in $PROV$ angegriffen.;;Hemos sido atacados en $PROV$.;;;;;;;;;
ATTACKUSREBEL_BTN1;OK;D'accord;OK;;Aceptar;;;;;;;;;
ATTACKUSREBEL_BTN2;OK;D'accord;OK;;Aceptar;;;;;;;;;
ATTACKUSREBEL_BTN3;Goto;Voir;Gehe zu;;Ir allí;;;;;;;;;
ATTACKUSREBEL_MAP;Under attack!;Nous sommes attaqués !;Wird angegriffen;;¡Nos atacan!;;;;;;;;;
ATTACKTHEMREBEL_SETUP;When one of our land units attacks the rebellion.;Quand une de nos unités terrestres attaque la rébellion;Sobald eine unserer Ländereinheiten die Rebellen angreift.;;;;;;;;;;;
ATTACKTHEMREBEL_HEADER;Our Chief of Staff reports that;Notre chef d'état-major rapporte que;Unser Stabschef berichtet:;;Nuestro jefe de estado mayor informa de que;;;;;;;;;
ATTACKTHEMREBEL_1;We have engaged the Enemy!;nous avons attaqué l'ennemi !;Aufeinandertreffen mit dem Feind!;;¡Hemos entablado combate con el enemigo!;;;;;;;;;
ATTACKTHEMREBEL_2;$MONARCHTITLE$, we have reports that battle has commenced in;$MONARCHTITLE$, nous vous informons que la bataille a commencé dans la province de;Uns wird gemeldet, dass eine Schlacht in;;$MONARCHTITLE$, nos informan que ha comenzado la batalla en;;;;;;;;;
ATTACKTHEMREBEL_3;$PROV$.;$PROV$.;$PROV$ begonnen hat.;;$PROV$.;;;;;;;;;
ATTACKTHEMREBEL_4;We are attacking forces of $DEFENDER$ and attempting to dislodge their defences. We have engaged with ;Nous sommes les forces d'attaque de $DEFENDER$ et nous tentons de déloger leurs défenses. Nous avons engagé le combat avec ;Wir greifen Truppen aus $DEFENDER$ an und versuchen, sie aus ihren Stellungen zu werfen. Wir befinden uns im Kampf mit;;Atacamos a la fuerza $DEFENDER$, en un intento de desbaratar sus defensas. Hemos entablado ;;;;;;;;;
ATTACKTHEMREBEL_5;*;$ATTUNIT$\n;*;;combate con: $ATTUNIT$\n;;;;;;;;;
ATTACKTHEMREBEL_6;*;*;*;;atacando a: $DEFUNIT$;;;;;;;;;
ATTACKTHEMREBEL_LOG;We have attacked the enemy in $PROV$.;Nous avons attaqué l'ennemi dans la province de $PROV$.;Wir haben den Feind in $PROV$ angegriffen.;;Hemos atacado al enemigo en $PROV$.;;;;;;;;;
ATTACKTHEMREBEL_BTN1;OK;D'accord;OK;;Aceptar;;;;;;;;;
ATTACKTHEMREBEL_BTN2;OK;D'accord;OK;;Aceptar;;;;;;;;;
ATTACKTHEMREBEL_BTN3;Goto;Voir;Gehe zu;;Ir allí;;;;;;;;;
ATTACKTHEMREBEL_MAP;Attack Commenced;*;*;;*;;;;;;;;;
SIEGEUSREBEL_SETUP;When the rebellion begins to occupy our province;Quand les rebelles occupent notre province;Sobald die Rebellen damit beginnen, unsere Provinzen einzunehmen.;;;;;;;;;;;
SIEGEUSREBEL_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;$MESSENGER$;;;;;;;;;
SIEGEUSREBEL_1;Our Province is beginning to be occupied;L'occupation de notre province commence;Unsere Provinz befindet sich unter Belagerung;;Están empezando a ocupar nuestra provincia;;;;;;;;;
SIEGEUSREBEL_2;$MONARCHTITLE$,;$MONARCHTITLE$,;$MONARCHTITLE$;;$MONARCHTITLE$,;;;;;;;;;
SIEGEUSREBEL_3;$PROV$;$PROV$;$PROV$;;han empezado a ocupar;;;;;;;;;
SIEGEUSREBEL_4;is beginning to be occupied. Fear not! The forces of;est occupée. Ne craignez rien ! Les forces de;wird gerade vom Feind belagert. Doch fürchtet nichts!\nDie Truppen von;;$PROV$. ¡No hay nada que temer! Las fuerzas de;;;;;;;;;
SIEGEUSREBEL_5;$ATTACKER$;$ATTACKER$;$ATTACKER$;;$ATTACKER$;;;;;;;;;
SIEGEUSREBEL_6;will soon be driven off by the might of our armies.;seront bientôt repoussées par nos puissantes armées.;werden schon bald von der Macht unserer Armeen vertrieben werden.;;pronto serán expulsadas por el poder de nuestros ejércitos.;;;;;;;;;
SIEGEUSREBEL_LOG;$PROV$ is beginning to be occupied.;$PROV$ est occupée.;$PROV$ wird gerade vom Feind belagert.;;Han empezado a ocupar $PROV$.;;;;;;;;;
SIEGEUSREBEL_BTN1;OK;D'accord;OK;;OK;;;;;;;;;
SIEGEUSREBEL_BTN2;OK;D'accord;OK;;OK;;;;;;;;;
SIEGEUSREBEL_BTN3;Goto;Voir;Gehe zu;;Ir allí;;;;;;;;;
SIEGEUSREBEL_MAP;*;*;*;;*;;;;;;;;;
SIEGETHEMREBEL_SETUP;When we begin to occupy the province controlled by rebellion.;Quand nous occupons une province ennemie;Sobald wir beginnen, eine von den Rebellen kontrollierte Provinz zu besetzen.;;Cuando empezamos a ocupar una de las provincias de nuestro enemigo;;;;;;;;;
SIEGETHEMREBEL_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;$MESSENGER$;;;;;;;;;
SIEGETHEMREBEL_1;Their province is beginning to be occupied;Leur province est occupée;Ihre Provinz wird belagert werden;;Se ha empezado a ocupar su provincia;;;;;;;;;
SIEGETHEMREBEL_2;$MONARCHTITLE$, we have started to occupy;$MONARCHTITLE$, nous occupons;$MONARCHTITLE$, wir haben die Belagerung von folgender Provinz begonnen: ;;$MONARCHTITLE$, hemos iniciado la ocupación de;;;;;;;;;
SIEGETHEMREBEL_3;$PROV$.;$PROV$.;$PROV$.;$PROV$.;$PROV$.;$PROV$.;$PROV$ könnyûszerrel bevehetõ erõdjét.;$PROV$.;;;;;;
SIEGETHEMREBEL_4;It won't take long before our forces have wrenched it out of the clutches of;Nos forces auront bientôt débarrassé cette province de;Es wird nicht lange dauern, bis unsere Truppen sie;;Nuestras fuerzas no tardarán en arrancarla de las garras de;;;;;;;;;
SIEGETHEMREBEL_5;$DEFENDER$.;$DEFENDER$.;$DEFENDER$ entrissen haben.;;$DEFENDER$.;;;;;;;;;
SIEGETHEMREBEL_6;They will look forward to our enlightened government.;Sa population attend impatiemment d'être guidée par notre gouvernement.;Sie werden sich auf unsere aufgeklärte Regierung freuen.;;Esperan con anhelo nuestro gobierno.;;;;;;;;;
SIEGETHEMREBEL_LOG;We have begun to occupy $PROV$.;Nous occupons $PROV$.;Wir haben mit der Belagerung von $PROV$ begonnen.;;Hemos empezado a ocupar $PROV$.;;;;;;;;;
SIEGETHEMREBEL_BTN1;OK;D'accord;OK;;OK;;;;;;;;;
SIEGETHEMREBEL_BTN2;OK;D'accord;OK;;OK;;;;;;;;;
SIEGETHEMREBEL_BTN3;Goto;Voir;Gehe zu;;Ir allí;;;;;;;;;
SIEGETHEMREBEL_MAP;*;*;*;;*;;;;;;;;;
REMOVE_RANDOM_ECO_REFORMS_EFFECT;Remove §R$VAL$§! economic reforms.\n;Suppression de §R$VAL$§! réformes économiques.\n;§R$VAL$§! ökonomische Reformen entfernen.\n;;;;;;;;;;;
REMOVE_RANDOM_MIL_REFORMS_EFFECT;Remove §R$VAL$§! military reforms.\n;Suppression de §R$VAL$§! réformes militaires.\n;§R$VAL$§! militärische Reformen entfernen.\n;;;;;;;;;;;
PRODUCTION_FACTORY_PURE_INCOME;Last day's pure income: $VALUE$;Revenu net du jour dernier : $VALUE$;Reines Einkommen des letzten Tages: $VALUE$;;;;;;;;;;;
PRODUCTION_FACTORY_MARKET_SPENDINGS;Market spendings: $VALUE$;Dépenses sur les marchés : $VALUE$;Ausgaben auf dem Markt: $VALUE$;;;;;;;;;;;
PRODUCTION_FACTORY_POP_PAYCHECKS;Workers and capitalists paychecks: $VALUE$;Rémunérations des travailleurs et du capital : $VALUE$;Gehaltsscheck von Arbeitern und Kapitalisten: $VALUE$;;;;;;;;;;;
