Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
ALB_reactionary_2;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;
ALB_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;
ALD_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;
ALD_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;
ALD_conservative;Bey Faction;Faction Bey;Bey-Fraktion;;Facción bey;;;;;;;;;
ALD_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;
ALD_liberal;Conceil Général;Conseil général;Conseil Général;;Conceil Général;;;;;;;;;
ALD_liberal_2;Jeunesse Algérienne;Jeunesse algérienne;Jeunesse Algérienne;;Jeunesse Algérienne;;;;;;;;;
ALD_liberal_3;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;
ALD_reactionary;Amir Faction;Faction Amir;Amir-Fraktion;;Facción Amir;;;;;;;;;
ALD_reactionary_2;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;
ALD_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;
ANH_anarcho_liberal;Radical Arbeiterpartie;Arbeiterpartie radical;Radikale Arbeiterpartei;;Radical Arbeiterpartie;;;;;;;;;
ANH_communist;Communist Arbeiterpartie;Arbeiterpartie communiste;Kommunistische Arbeiterpartei;;Communist Arbeiterpartie;;;;;;;;;
ANH_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;
ANH_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;
ANH_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;
ANH_fascist;NSDP;NSDP;NSDP;;NSDP;;;;;;;;;
ANH_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;
ANH_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;
ANH_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;
ANH_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;
ANH_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;
ANH_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;
ANH_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;
ANN_anarcho_liberal;Viêt Nam Quang Phuc Hôi;Viêt Nam Quang Phuc Hôi;Viêt Nam Quang Phuc Hôi;;Viêt Nam Quang Phuc Hôi;;;;;;;;;
ANN_anarcho_liberal_2;The Radical Party;Parti radical;Die radikale Partei;;El Partido Radical;;;;;;;;;
ANN_communist;The Communist Party;Parti communiste;Die kommunistische Partei;;El Partido Comunista;;;;;;;;;
ANN_conservative;Nguyên danh tù´;Nguyên danh tù´;Nguyên danh tù´;;Nguyên danh tù´;;;;;;;;;
ANN_fascist;The Fascist Party;Parti fasciste;Die faschistische Partei;;El Partido Fascista;;;;;;;;;
ANN_liberal;Cân Vuong;Cân Vuong;Cân Vuong;;Cân Vuong;;;;;;;;;
ANN_liberal_2;Duy Tân Hôi;Duy Tân Hôi;Duy Tân Hôi;;Duy Tân Hôi;;;;;;;;;
ANN_liberal_3;The Liberal Party;Parti libéral;Die liberale Partei;;El Partido Liberal;;;;;;;;;
ANN_liberal_4;The Liberal Party;Parti libéral;Die liberale Partei;;El Partido Liberal;;;;;;;;;
ANN_reactionary;The Nationalist Party;Parti nationaliste;Die nationalistische Partei;;El Partido Nacionalista;;;;;;;;;
ANN_socialist;The Socialist Party;Parti socialiste;Die sozialistische Partei;;El Partido Socialista;;;;;;;;;
APC_anarcho_liberal;Libertarian Party;Partido Federalista;Partido Federalista;;;Partido Federalista;;;;;;;;
APC_communist;Communist Party;Partido communiste;Partido Communist;;;Partido Comunista;;;;;;;;
APC_conservative;Conservative Party;Partido Conservador;Partido Conservador;;;Partido Conservador;;;;;;;;
APC_fascist;Fascist Party;Partido fasciste;Partido Fascist;;;Partido Fascista;;;;;;;;
APC_liberal;Liberal Party;Partido Liberal;Partido Liberal;;;Partido Liberal;;;;;;;;
APC_reactionary;Radical Party;Partido Imperialista;Partido Imperialista;;;Partido Imperialista;;;;;;;;
APC_socialist;Socialist Party;Partido socialiste;Partido Socialist;;;Partido Socialista;;;;;;;;
ARA_anarcho_liberals;Anarcho-Liberals;Anarcho-libéraux;Anarcho-Liberale;;;;;;;;;;;
ARA_communist;Communists;Communistes;Kommunisten;;;;;;;;;;;
ARA_conservative;Conservatives;Conservateurs;Konservative;;;;;;;;;;;
ARA_fascist;National Socialist Party;Parti national-socialiste;Faschisten;;;;;;;;;;;
ARA_liberal;Liberals;Libéraux;Liberale;;;;;;;;;;;
ARA_reactionary;Reactionaries;Réactionnaires;Reaktionäre;;;;;;;;;;;
ARA_socialist;Socialists;Socialistes;Sozialisten;;;;;;;;;;;
ARG_anarcho_liberal;Partido Radical;Partido radical;Partido Radical;;Partido Radical;;;;;;;;;
ARG_communist;Partido Comunista;Partido communiste;Partido Communist;;Partido Comunista;;;;;;;;;
ARG_conservative;Partido Federal;Partido Federal;Partido Federal;;Partido Federal;;;;;;;;;
ARG_conservative_2;Partido Nacional;Partido Nacional;Partido Nacional;;Partido Nacional;;;;;;;;;
ARG_conservative_3;Autonomista Nacional;Autonomista Nacional;Autonomista Nacional;;Autonomista Nacional;;;;;;;;;
ARG_conservative_4;Partido Autonomista;Partido Autonomista;Partido Autonomista;;Partido Autonomista;;;;;;;;;
ARG_conservative_5;Unión Civica Nacional;Unión Civica Nacional;Unión Civica Nacional;;Unión Cívica Nacional;;;;;;;;;
ARG_fascist;Partido Fascista;Partido fasciste;Partido Fascist;;Partido Fascista;;;;;;;;;
ARG_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;Partido Liberal;;;;;;;;;
ARG_liberal_2;Partido Unitario;Partido Unitario;Partido Unitario;;Partido Unitario;;;;;;;;;
ARG_liberal_3;Unión Civica;Unión Civica;Unión Civica;;Unión Cívica;;;;;;;;;
ARG_liberal_4;Unión Civica Radical;Unión Civica Radical;Unión Civica Radical;;Unión Cívica Radical;;;;;;;;;
ARG_reactionary;Partido Reaccionario;Partido réactionnaire;Partido Reactionary;;Partido Reaccionario;;;;;;;;;
ARG_socialist;Partido Socialista;Partido Socialista;Partido Socialista;;Partido Socialista;;;;;;;;;
ARM_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;
ARM_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;
ARM_conservative;Bey Faction;Faction Bey;Bey-Fraktion;;Facción bey;;;;;;;;;
ARM_conservative_2;Armenakans;Armenakans;Armenakans;;Armenakans;;;;;;;;;
ARM_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;
ARM_liberal;Toughte Sherepa;Toughte Sherepa;Toughte Sherepa;;Toughte Sherepa;;;;;;;;;
ARM_liberal_2;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;
ARM_liberal_3;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;
ARM_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;
ARM_socialist;Hnchakians;Hnchakians;Hnchakians;;Hnchakians;;;;;;;;;
ARM_socialist_2;Dashnaktsutiunk;Dashnaktsutiunk;Dashnaktsutiunk;;Dashnaktsutiunk;;;;;;;;;
AST_anarcho_liberal;Radical Party;Parti radical;Radical Party;;Partido Radical;;;;;;;;;
AST_communist;Communist Party Australia;Parti communiste australien;Communist Party Australia;;Partido Comunista Australiano;;;;;;;;;
AST_conservative;Protectionist Party;Parti protectionniste;Protectionist Party;;Partido Proteccionista;;;;;;;;;
AST_conservative_2;Country Party;Parti national;Country Party;;Partido Nacional;;;;;;;;;
AST_fascist;Fascist Party;Parti fasciste;Fascist Party;;Partido Fascista;;;;;;;;;
AST_liberal;Free Trade Party;Parti du libre échange;Free Trade Party;;Partido del Libre Comercio;;;;;;;;;
AST_liberal_2;Liberal Party;Parti libéral;Liberal Party;;Partido Liberal;;;;;;;;;
AST_reactionary;Nationalist Party;Parti nationaliste;Nationalist Party;;Partido Nacionalista;;;;;;;;;
AST_socialist;Australian Labour Party;Parti travailliste australien;Australian Labour Party;;Partido Laborista Australiano;;;;;;;;;
ATJ_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;
ATJ_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;
ATJ_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;
ATJ_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;
ATJ_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;
ATJ_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;
ATJ_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;
AUS_anarcho_liberal;Radical Party;Parti radical;Radical Party;;Partido Radical;;;;;;;;;
AUS_communist;Communists;Communistes;Communists;;Comunistas;;;;;;;;;
AUS_conservative;Metternich's Faction;Faction de Metternich;Metternich-Fraktion;;Facción de Metternich;;;;;;;;;
AUS_conservative_2;Kolovrat's Faction;Faction de Kolovrat;Kolovrat-Fraktion;;Facción de Kolovrat;;;;;;;;;
AUS_conservative_3;Bach's Faction;Faction de Bach;Bach's Faction;;Facción de Bach;;;;;;;;;
AUS_conservative_4;The Iron Ring;Iron Ring;The Iron Ring;;El Anillo de Hierro;;;;;;;;;
AUS_conservative_5;Conservatives;Conservateurs;Conservatives;;Conservadores;;;;;;;;;
AUS_fascist;DNSAP;DNSAP;DNSAP;;DNSAP;;;;;;;;;
AUS_liberal;Federalists;Fédéralistes;Föderalisten;;Federalistas;;;;;;;;;
AUS_liberal_2;Federalist Great Proprietors;Grands propriétaires fédéralistes;Federalist Great Proprietors;;Grandes Propietarios Federalistas;;;;;;;;;
AUS_reactionary;Neo-absolutists;Néo-absolutistes;Neo-Absolutisten;;Neoabsolutistas;;;;;;;;;
AUS_reactionary_2;German Radicals;Radicaux allemands;German Radicals;;Radicales alemanes;;;;;;;;;
AUS_socialist;Radicals;Radicaux;Radikale;;Radicales;;;;;;;;;
AUS_socialist_2;Socialists;Socialistes;Socialists;;Socialistas;;;;;;;;;
AUS_socialist_3;Social Democratic Party;Parti social-démocrate;Social Democratic Party;;Partido Socialdemócrata;;;;;;;;;
AWA_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;
AWA_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;
AWA_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;
AWA_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;
AWA_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;
AWA_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;
AWA_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;
AZB_anarcho_liberal;Freedom Party;Parti de la liberté;Freiheitspartei;;Partido Libertario;;;;;;;;;
AZB_communist;Bolshevik Party;Parti bolchevique;Bolschewistische Partei ;;Partido Bolchevique;;;;;;;;;
AZB_conservative;Ittihad;Ittihad;Ittihad;;Ittihad;;;;;;;;;
AZB_fascist;National Front;Front national;Nationale Front;;Frente Nacional;;;;;;;;;
AZB_liberal;Musavat;Musavat;Musavat;;Musavat;;;;;;;;;
AZB_reactionary;Nationalist Party;Parti nationaliste;Nationalistische Partei;;Partido Nacionalista;;;;;;;;;
AZB_socialist;Muslim Social Democratic Party;Parti social-démocrate musulman;Muslimische sozialdemokratische Partei;;Partido Democrático Social Musulmán;;;;;;;;;
BAD_anarcho_liberal;Radikale Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Arbeiterpartei;;;;;;;;;
BAD_communist;Kommunistische Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;Communist Arbeiterpartei;;;;;;;;;
BAD_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;
BAD_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;
BAD_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;
BAD_fascist;NSDP;NSDP;NSDP;;NSDP;;;;;;;;;
BAD_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;
BAD_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;
BAD_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;
BAD_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;
BAD_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;
BAD_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;
BAD_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;
BAL_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;
BAL_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;
BAL_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;
BAL_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;
BAL_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;
BAL_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;
BAL_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;
BAS_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;
BAS_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;
BAS_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;
BAS_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;
BAS_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;
BAS_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;
BAS_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;
BAV_anarcho_liberal;Radikale Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Abeiterpartei;;;;;;;;;
BAV_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;
BAV_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;
BAV_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;
BAV_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;
BAV_fascist;NSDP;NSDP;NSDP;;NSDP;;;;;;;;;
BAV_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;
BAV_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;
BAV_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;
BAV_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;
BAV_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;
BAV_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;
BAV_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;
BDB_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;
BDB_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;
BDB_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;
BDB_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;
BDB_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;
BDB_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;
BDB_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;
BDB_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;
BDB_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;
BDB_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;
BDB_anarcho_liberal;Radikale Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Arbeiterpartei;;;;;;;;;
BDB_communist;Kommunistische Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;Communist Arbeiterpartei;;;;;;;;;
BDB_fascist;NSBD;NSBD;NSBD;;NSBD;;;;;;;;;
BEL_anarcho_liberal;Radical Partij;Partij radical;Radical Partij;;Radical Partij;;;;;;;;;
BEL_communist;Communist Partij;Partij communiste;Communist Partij;;Communist Partji;;;;;;;;;
BEL_conservative;Katholieke Partij;Katholieke Partij;Katholieke Partij;;Katholieke Partij;;;;;;;;;
BEL_conservative_2;Christene Volkspartij;Christene Volkspartij;Christene Volkspartij;;Christene Volkspartij;;;;;;;;;
BEL_conservative_3;Meeting Partij;Meeting Partij;Meeting Partij;;Meeting Partij;;;;;;;;;
BEL_fascist;Fascist Partij;Partij fasciste;Fascist Partij;;Fascist Partji;;;;;;;;;
BEL_liberal;Liberale Partij;Liberale Partij;Liberale Partij;;Liberale Partij;;;;;;;;;
BEL_reactionary;Nationalist Partij;Partij nationaliste;Nationalist Partij;;Nationalist Partij;;;;;;;;;
BEL_socialist;Belgische Werklieden Partij;Belgische Werklieden Partij;Belgische Werklieden Partij;;Belgische Werklieden Partij;;;;;;;;;
BER_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;
BER_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;
BER_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;
BER_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;
BER_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;
BER_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;
BER_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;
BHO_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;
BHO_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;
BHO_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;
BHO_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;
BHO_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;
BHO_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;
BHO_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;
BHP_anarcho_liberal;Libertarian Party;Partido Federalista;Partido Federalista;;;Partido Federalista;;;;;;;;
BHP_communist;Communist Party;Partido communiste;Partido Communist;;;Partido Comunista;;;;;;;;
BHP_conservative;Conservative Party;Partido Conservador;Partido Conservador;;;Partido Conservador;;;;;;;;
BHP_fascist;Fascist Party;Partido fasciste;Partido Fascist;;;Partido Fascista;;;;;;;;
BHP_liberal;Liberal Party;Partido Liberal;Partido Liberal;;;Partido Liberal;;;;;;;;
BHP_reactionary;Radical Party;Partido Imperialista;Partido Imperialista;;;Partido Imperialista;;;;;;;;
BHP_socialist;Socialist Party;Partido socialiste;Partido Socialist;;;Partido Socialista;;;;;;;;
BHR_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
BHR_communist;Al-Hizb al-Shuyui al-Urduni;;;;;;;;;;;;;
BHR_conservative;Hizb al-Wasat al-Islami;;;;;;;;;;;;;
BHR_conservative_2;Hizb al-Wasat al-Islami;;;;;;;;;;;;;
BHR_fascist;Hizb al-Mustaqbal;;;;;;;;;;;;;
BHR_liberal;Yasari-d-al-Dimaqrati al-Urduni;;;;;;;;;;;;;
BHR_reactionary;Hizb al-Hashemiyya al-Urduni;;;;;;;;;;;;;
BHR_socialist;Hizb al-Baath al-Ishtiraki al-Urduni;;;;;;;;;;;;;
BHU_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;
BHU_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;
BHU_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;
BHU_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;
BHU_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;
BHU_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;
BHU_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;
BIK_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;
BIK_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;
BIK_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;
BIK_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;
BIK_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;
