Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
Treaty_of_Alliance_desc;According to the treaty both states agreed not to enter in an alliance against the other state," to follow policy of friendship and to help each other. According to Annex 2 Germany guaranteed ""with all its efforts the political independence and the territorial integrity of Bulgaria... against every attack or claim from any country."" Bulgaria agreed to help Germany with its whole army in case ""Germany is attacked without reason by a country bordering with Bulgaria."" The Treaty also set the boundaries for Bulgaria and Austria-Hungary after the partition of SerbiaAccording to the treaty both states agreed not to enter in an alliance against the other state"," to follow policy of friendship and to help each other. According to Annex 2 Germany guaranteed ""with all its efforts the political independence and the territorial integrity of Bulgaria... against every attack or claim from any country."" Bulgaria agreed to help Germany with its whole army in case ""Germany is attacked without reason by a country bordering with Bulgaria."" The Treaty also set the boundaries for Bulgaria and Austria-Hungary after the partition of Serbia.;According to the treaty both states agreed not to enter in an alliance against the other state"," to follow policy of friendship and to help each other. According to Annex 2 Germany guaranteed ""with all its efforts the political independence and the territorial integrity of Bulgaria... against every attack or claim from any country."" Bulgaria agreed to help Germany with its whole army in case ""Germany is attacked without reason by a country bordering with Bulgaria."" The Treaty also set the boundaries for Bulgaria and Austria-Hungary after the partition of Serbia.;;;;;;;;;;;;
trucial_protectorate_title;The Trucial States Treaty;;;;;;;;;;;;;
trucial_protectorate_desc;With enough influence among the sheiks of the Trucial States, a treaty could be signed that would force them to acknowledge us as their sovereign. They would enter into no relationships with other nations without our express permission, and our continued influence over the Arabian peninsula would be secured.;;;;;;;;;;;;;
trustee_system;The Trusty System;Le système de confiance;Das Treuhändersystem;;Sistema de confianza;;;;;;;;;
trustee_system_desc;Inmates police other inmates in this state's prisons, and production is better off for it.;Dans les prisons de cet État, les condamnés sont surveillés par des codétenus. Cette méthode a nettement accru la production.;Insassen überwachen ihre Mitinsassen in den Gefängnissen dieses Staates, und die Produktion ist deswegen angestiegen.;;Los reclusos vigilan a otros reclusos en las prisiones de este estado y la producción mejora con ello.;;;;;;;;;
trusts;Trusts;Cartels;Trusts;;Cárteles;;;;;;;;;
desc_trusts;Less government investment into crime fighting results in a very unfair distribution of the wealth in a province. The rich would get even richer, while the poor would get poorer.;La baisse des investissements de l'État dans la lutte contre le crime se traduit par une répartition très injuste des richesses dans une province. Les riches deviennent encore plus riches et les pauvres encore plus pauvres.;Weniger Regierungsinvestitionen in die Verbrechensbekämpfung führt zu einer sehr ungerechten Verteilung des Reichtums in einer Provinz. Die Reichen wurden noch reicher, während die Armen immer ärmer wurden.;;A menor inversión del gobierno en la lucha contra la delincuencia, una distribución más injusta de la riqueza de una provincia. Los ricos se hacían más ricos... y los pobres, más pobres.;;;;;;;;;
try_annex_belize_title;Annex Belize;;;;;;;;;;;;;
try_annex_belize_desc;We can annex Belize from England;;;;;;;;;;;;;
try_annex_bermuda_title;Annex Bermuda;;;;;;;;;;;;;
try_annex_bermuda_desc;We can annex Bermuda;;;;;;;;;;;;;
try_annex_dutch_zuli_title;Annex Dutch Zuli;;;;;;;;;;;;;
try_annex_dutch_zuli_desc;We can annex Dutch Zuli;;;;;;;;;;;;;
try_annex_eng_antiles_title;Annex English Antiles;;;;;;;;;;;;;
try_annex_eng_antiles_desc;We can annex the English Antiles;;;;;;;;;;;;;
try_annex_fra_antiles_title;Annex French Antiles;;;;;;;;;;;;;
try_annex_fra_antiles_desc;We can annex French Antiles;;;;;;;;;;;;;
try_annex_st_title;Annex St Pierre;;;;;;;;;;;;;
try_annex_st_desc;We can annex St Pierre;;;;;;;;;;;;;
ulster_plantation_title;The Plantation of Ulster;;;;;;;;;;;;;
ulster_plantation_desc;England has used plantations in Ireland before but with little success. This time, we shall gradually confiscate Irish lands and give them to proper Protestant Englishmen in an effort to pacify and assimilate the country.;;;;;;;;;;;;;
ulster_plantation_mod;Ulster Plantation;;;;;;;;;;;;;
ulster_plantation_mod_desc;England is actively seeking to replace the Irish Catholic population in Ulster with Protestants from Great Britain.;;;;;;;;;;;;;
ultimatum_to_portugal_title;Send Ultimatum to Portugal;;;;;;;;;;;;;
ultimatum_to_portugal_desc;It is in the British government's best interests to expand our colonies in southern Africa northwards. This will be impossible if the Portuguese complete their dreams of the 'Pink Map' by connecting Angola and Mozambique. We must make our demand or face the possibility of surrendering central Africa to other powers.;;;;;;;;;;;;;
uncivilized_isolationism;Isolationism;Isolationnisme;Isolationismus;;Aislacionismo;;;;;;;;;
desc_uncivilized_isolationism;Our country has closed its ports and borders to foreigners.;Notre pays a fermé ses ports et ses frontières aux étrangers.;Unser Land hat seine Häfen und Grenzen für Ausländer geschlossen.;;Nuestro país ha cerrado sus puertos y fronteras a los extranjeros.;;;;;;;;;
unciv_nation;Uncivilized Nation;Nation non civilisée;Unzivilisierte Nation;;Nación sin civilizar;;;;;;;;;
underground_newspaper;Revolutionary Newspaper;;;;;;;;;;;;;
underground_railroad;Underground Railroad;Chemin de fer souterrain;Underground Railroad;;Ferrocarril subterráneo;;;;;;;;;
desc_underground_railroad;An Underground Railroad operates in this province, bringing slaves to freedom.;Cette province est équipée d'une voie ferrée souterraine qui conduit les esclaves vers la liberté.;Eine Underground Railroad arbeitet in dieser Provinz;;En esta provincia opera un ferrocarril subterráneo que conduce a esclavos hacia la libertad.;;;;;;;;;
unequal_treaty_title;The Unequal Treaty;;;;;;;;;;;;;
unequal_treaty_DAI_title;Treaty of Hanoi;;;;;;;;;;;;;
unequal_treaty_DAI_desc;The Vietnamese are in dire straits. They cannot hold out for much longer. Perhaps we should offer them the chance to go to the negotiating table, and end this war between us… on terms very much in our own favor, of course.;;;;;;;;;;;;;
unequal_treaty_desc;The Qing Empire is at a disadvantage. We are in a position to bring them to the negotiating table, and wrangle concessions of both land and reparations-- provided they are willing, of course.;;;;;;;;;;;;;
unequal_treaty_TPG_title;The Unequal Treaty;;;;;;;;;;;;;
unequal_treaty_TPG_desc;The Heavenly Kingdom is at a disadvantage. We are in a position to bring them to the negotiating table, and wrangle concessions of both land and reparations-- provided they are willing, of course.;;;;;;;;;;;;;
unethical_human_experiment_title;Unethical Human Experiments;;;;;;;;;;;;;
unethical_human_experiment_desc;Using people across the nation as test subjects could boost our research potential, however it is unlikely to go down well with the populace and the international community.;;;;;;;;;;;;;
unite_ethiopia_ETH_title;Unite Ethiopia;;;;;;;;;;;;;
unite_ethiopia_ETH_desc;The civil war is over. Ethiopia must be one nation!;;;;;;;;;;;;;
unite_ethiopia_SHW_title;Unite Shewa;;;;;;;;;;;;;
unite_ethiopia_SHW_desc;The civil war is over. Shewa must be one nation!;;;;;;;;;;;;;
unite_gran_colombia_title;Reunite Gran Colombia;;;;;;;;;;;;;
unite_gran_colombia_desc;Gran Colombia shall be reborn from the ashes. Long live the united republic!;;;;;;;;;;;;;
unite_indonesia_title;Unite Indonesia;;;;;;;;;;;;;
unite_indonesia_desc;We must unite all of the Malay, Javan, Moluccan and Melanesian people of the East Indies under a common banner. Down with the imperialists!;;;;;;;;;;;;;
unite_la_plata_title;Unite La Plata;;;;;;;;;;;;;
unite_la_plata_desc;The nations which were once part of the Viceroyalty of La Plata must be reunited under a single flag once again, the platinean peoples bound together into a great nation, a power to rule in the New World.;;;;;;;;;;;;;
unite_malaya_title;Unite Malaysia;;;;;;;;;;;;;
unite_malaya_desc;We must unite all of the Malay peoples of the East Indies under a common banner. Down with the imperialists!;;;;;;;;;;;;;
unite_moldavia_wallachia_title;Unite Wallachia & Moldavia;;;;;;;;;;;;;
unite_moldavia_wallachia_desc;The Principalities of Moldavia and Wallachia must unite under a single flag, and together achieve our destiny as a united Romania!;;;;;;;;;;;;;
unite_somalia_title;Unite Somaliland;;;;;;;;;;;;;
unite_somalia_desc;We must unite all Somalis under a single, unified flag!;;;;;;;;;;;;;
unite_the_daimyos_title;Unite the Daimyos;;;;;;;;;;;;;
unite_the_daimyos_desc;With the daimyos under our complete dominance, we will be in a position to fully bring them under the government's control. The divisions maintained by the han system weaken us as a whole-- the Shogunate must be strong and united if it is to move forward as a world power.;;;;;;;;;;;;;
unite_turkestan_title;Unite Turkestan;;;;;;;;;;;;;
unite_turkestan_desc;Under our nation's leadership, the Turkmen, Kyrgyz, Tajiks and Uzbeks can at last be united into a single Turkestan. Should this dream ever come to pass, the world shall tremble before our might!;;;;;;;;;;;;;
unite_with_croatia_title;Unite with Croatia;;;;;;;;;;;;;
unite_with_croatia_desc;Now that Croatia has been formed, the time has come for us to join the motherland.;;;;;;;;;;;;;
unite_with_estonia_title;Unite With Estonia;;;;;;;;;;;;;
unite_with_estonia_desc;The Estonian people have a historic bond with Scandinavian culture. Perhaps it is time that we extend a hand to them, and invite them to join our nation-- at the very least, we could protect them against Russian adventurism.;;;;;;;;;;;;;
unite_with_greece_title;Unite With Greece;;;;;;;;;;;;;
unite_with_greece_desc;Our proper place lies with Greece. Long live the Hellenic destiny!;;;;;;;;;;;;;
unite_with_japan_title;Unite With Japan;;;;;;;;;;;;;
unite_with_japan_desc;The time has come to reconcile with the Japanese government, and unite our nations for the good of the Japanese destiny.;;;;;;;;;;;;;
unite_with_moldavia_title;Unite with Moldavia;;;;;;;;;;;;;
unite_with_moldavia_desc;The Romanian peoples must stand together as one nation, now and forever more. Together we shall forge a new destiny and reclaim the lands that have been taken from us over the centuries.;;;;;;;;;;;;;
unite_with_nepal_title;Unite with Nepal;;;;;;;;;;;;;
unite_with_nepal_desc;The time has come to rejoin with Greater Nepal and reform the great eastern kingdom.;;;;;;;;;;;;;
unite_with_poland_title;Unite with Poland;;;;;;;;;;;;;
unite_with_poland_desc;Now that Poland has been reborn, the time has come for Krakow to rejoin the motherland.;;;;;;;;;;;;;
unite_with_romania_title;Unite with Romania;;;;;;;;;;;;;
unite_with_romania_desc;Now that Romania has been formed, the time has come for us to join the motherland.;;;;;;;;;;;;;
unite_with_tuscany_title;Unite with Tuscany;;;;;;;;;;;;;
unite_with_tuscany_desc;For the good of Italian reunification, the time has come for Lucca to unite with our Tuscan neighbours to the south.;;;;;;;;;;;;;
unite_with_ukraine_title;Unite with the Ukraine;;;;;;;;;;;;;
unite_with_ukraine_desc;For the common good of our people, we must set aside our sovereignty and join the greater Ukrainian nation.;;;;;;;;;;;;;
unite_with_yugoslavia_title;Unite with Yugoslavia;;;;;;;;;;;;;
unite_with_yugoslavia_desc;A greater Slavic union is our only hope for security and prosperity. Our leaders urge us to consider a union with Yugoslavia, with whom we hold far more things in common than we do differences.;;;;;;;;;;;;;
usa_draft;Emergency Draft;;;;;;;;;;;;;
usurp_kalmar_title;Take Leadership in the Kalmar Union;;;;;;;;;;;;;
usurp_kalmar_desc;While the Kalmar Union was not reborn in our nation, it seems that a united Scandinavia will never come to pass unless a stronger country stands up and takes over the leadership role.;;;;;;;;;;;;;
valparaiso_harbor_title;The Jewel of the Pacific;;;;;;;;;;;;;
valparaiso_harbor_desc;Valparaiso has became a required stopover for ships crossing between the Atlantic and Pacific oceans. In its role as a major seaport, Valparaiso receives immigrants from many European countries, but this could change if a new route was to open.;;;;;;;;;;;;;
vasileios_voulgaroktonos_title;The Slavs of the Balkans bow to our Emperor!;;;;;;;;;;;;;
vasileios_voulgaroktonos_desc;The glorious Emperor Manouil Komnhnos that took back Kwnstantinoupolis from the Ottomans is dead. Unfortunately he didn’t see his dream materialised. Vasileios from the house of Makedwns is now Emperor. And he has decided to follow the steps of his predecesor. He decides to move the capital to Kwnstantinoupolis and bring the city to its former glory. A palace will be built upon the place where the old sacred palace of the ancient Byzantine Emperors lied. Aquedacts, Ipodromos, and other great projects will be undertaken. His goal is to show the splendor of the Byzantine empire and make everybody have no dought that the Byzantine ownership of Kwnstantinoupolis is not temporary. But he also has something else in his mind. For centuries the Slav people of the Balkans are oppresed by the Ottomans. Vasileios, as his anchestor with the same name in 11th century, feels that he has to help the Orthodox Slavs to realize their Orthodox identity. Vasileios sent missionaries, organized  cultural events and had an intense diplomatic activity, including briberies and mariages. The result is that the Slavs have reconfirmed their Orthodox identity and realized that they are more Byzantines than subjects to the Sultan. Today is a glorious day for the Byzantine Empire!  The Slavs decided to accept Vasileio as their saviour and the byzantine banner as their flag !! ;;;;;;;;;;;;;
vassal_rebellion_title;Demand Independence;;;;;;;;;;;;;
vassal_rebellion_desc;We have attempted diplomatic efforts to achieve our freedom, and been refused. Now our only hope is to demand our independence on threat of all-out war.;;;;;;;;;;;;;
Veracruzback_Event;We must give Veracruz back.;États-Unis;USA;;EE UU;;;;;;;;;
Veracruzback_DESC;Well, we dont want to be disliked by the world, and it really was a mistake to take it, so here you go, Mexico, we will be watching your civil war closely, and dont get too close with Germany.;États-Unis;USA;;EE UU;;;;;;;;;
Veracruzback_1;Well, if we have to.;États-Unis;USA;;EE UU;;;;;;;;;
Veracruzreturned_Event;Veracruz back!;États-Unis;USA;;EE UU;;;;;;;;;
Veracruzreturned_DESC;The United States, after much negotiation and mediation by Argentina, Brazil, and Chile, have decided to return Veracruz to us.;États-Unis;USA;;EE UU;;;;;;;;;
Veracruzreturned_1;Rejoice!;États-Unis;USA;;EE UU;;;;;;;;;
violate_neutrality_title;Violate Swiss Neutrality;;;;;;;;;;;;;
violate_neutrality_desc;The Swiss may have declared themselves 'neutral', but if they believe that will stop us-- if they believe the opinion of any of their allies will stop us-- then they are sorely mistaken.;;;;;;;;;;;;;
violate_versailles_title;Violate the Treaty of Versailles;;;;;;;;;;;;;
violate_versailles_desc;The Treaty of Versailles is a embarrassment to the German people. We are destined to become a great nation again,so we can not be bound to this treaty.;;;;;;;;;;;;;
violent_elections;Violent Elections;;;;;;;;;;;;;
desc_violent_elections;The current elections turned out have a quite violent undertone in the ongoing campaigns.;;;;;;;;;;;;;
virginia_company_title;Grant Charter to the Virginia Company;;;;;;;;;;;;;
virginia_company_desc;Many illustrious Englishmen are favourable to the idea of building colonies in the Americas in order to gain wealth. By granting charters to the Virginia companies of London and Plymouth we would permit them to build settlements in our name in these strange new lands.;;;;;;;;;;;;;
vive_le_quebec_title;Vive le Quebec Libre!;;;;;;;;;;;;;
vive_le_quebec_desc;Quebec is free! Finally the Quebecois has the right to govern themselves, and seek out their destiny as an emerging power not only in North America but in the world!;;;;;;;;;;;;;
von_moltkes_staff_reforms_title;von Moltke's Reforms;Les réformes de von Moltke;von Moltkes Reformen;;Las reformas de von Moltke;;;;;;;;;
von_moltkes_staff_reforms_desc;In 1857 Helmuth von Moltke was appointed Chief of the Prussian General Staff, which he soon set about reforming. Among the ideas implemented by von Moltke were a department for historical studies, extensive wargaming exercises and a special department dedicated to cataloging and studying the telegraph and railway networks of Prussia, and how they could be used to best effect in the event of war. The end result was that, by the time of the Franco-Prussian war, Prussia's General Staff was considered the most efficient in Europe, it's methods soon becoming widely studied and adopted abroad. Moltke remained Chief of the Prussian Staff for the next 30 years, and is known as one of the most brilliant military strategists of the 19th century.;En 1857, Helmut von Moltke fut nommé Chef de l’état-major de la Prusse, qu’il entreprit bientôt de réformer. Parmi les idées mises en œuvre par von Moltke, un service d’études historiques, une utilisation intensive du wargame ou kreigspiel et un service spécial dédié à la cartographie complète des réseaux de télégraphe et de chemin de fer de Prusse et leur utilisation en cas de guerre. Le résultat fut que lors de la guerre de 1870, l’état-major prussien étai de loin le plus efficace d’Europe et ses méthodes commencèrent à être étudiées et copiées à l’étranger. Moltke resta Chef d’état-major de la Prusse pendant 30 ans et demeure l’un des plus brillants stratèges militaires du XIXe siècle.;Im Jahr 1857 wurde Helmuth von Moltke zum Chef des preußischen Generalstabs ernannt, den er schon kurz darauf reformierte. Zu seinen Ideen gehörte auch eine Abteilung für historische Studien, extensive Truppenmanöver und eine Spezialabteilung zum Katalogisieren und Studium der Telegraphen- und Eisenbahnnetzwerke Preußens, und wie sie im Kriegsfall am effizientesten genutzt werden könnten. Aufgrund dieser Anstrengungen galt der preußische Generalstab zur Zeit des französisch-preußischen Krieges als der effizienteste in ganz Europa, dessen Methoden man im Ausland schon bald eingehend studierte und nachahmte. Von Moltke übte sein Amt die nächsten 30 Jahre aus und gilt als einer der brillantesten Militärstrategen des 19. Jahrhunderts.;;En 1857 Helmuth von Moltke fue nombrado jefe del estado mayor del ejército prusiano, que procedió a reformar al poco tiempo. Entre las ideas implantadas por von Moltke estuvieron un departamento de estudios históricos, el uso de juegos de guerra como herramienta de análisis y un departamento especial dedicado a catalogar y estudiar las redes telegráficas y ferroviarias de Prusia y el mejor modo de utilizarlas en el caso de guerra. El resultado final de todo esto fue que, a finales de la Guerra Franco-Prusiana, el cuartel general del ejército prusiano se consideraba el más eficiente de Europa, con métodos que no tardarían en ser estudiados y adaptados por muchos otros países. A Moltke, que permaneció los siguientes 30 años en el puesto, se le considera uno de los estrategas militares más brillantes del siglo XIX.;;;;;;;;;
walked_on_moon;Walked on the Moon;;;;;;;;;;;;;
wants_to_unify;Wants to Unify;;;;;;;;;;;;;
war;War;Guerre;Krieg;Nacjonalizm;Guerra;Nazionalismo;Nacionalizmus;Nacionalismus;;;;;;
War Capacity;War Capacity;Capacité militaire;Kriegskapazität;;Capacidad bélica;;;;;;;;;
War Exhaustion;War Exhaustion;Épuisement de guerre;Kriegsmüdigkeit;;Agotamiento bélico;;;;;;;;;
war_exhaustion;War Exhaustion;Épuisement de guerre;Kriegsmüdigkeit;Si³a ludzka;War Exhaustion;Manodopera;Munkaerõ;Poèetní stav obyvatelstva;;;;;;
war_of_the_fours_coalition_title;War of the Fourth Coalition;;;;;;;;;;;;;
war_of_the_fours_coalition_desc;The Fourth Coalition against Napoleon's French Empire was defeated in a war spanning 1806–1807. Coalition partners included Prussia, Russia, Saxony, Sweden, and Great Britain.Many members of the coalition had previously been fighting France as part of the Third Coalition, and there was no intervening period of general peace. In 1806, Prussia joined a renewed coalition, fearing the rise in French power after the defeat of Austria and establishment of the French-sponsored Confederation of the Rhine. Prussia and Russia mobilized for a fresh campaign, and Prussian troops massed in Saxony.;;;;;;;;;;;;;
war_of_the_third_coalition_title;War of the Third Coalition;;;;;;;;;;;;;
war_of_the_third_coalition_desc;The War of the Third Coalition was a European conflict spanning the years 1803 to 1806. During the war France and its client states under Napoleon I defeated an alliance of the Holy Roman Empire led by Austria, Russia, and others.;;;;;;;;;;;;;
war_italian_independence_title;War of Italian Independence;;;;;;;;;;;;;
war_italian_independence_desc;It falls upon our nation to break the power that Austria has over Italy. Lombardia must be freed, at any cost.;;;;;;;;;;;;;
war_torn;War Torn;;;;;;;;;;;;;
we_are_italian_title;We are Italian!;;;;;;;;;;;;;
we_are_italian_desc;Now that we are free, it is time to reassert our Italian heritage. We must rejoin the motherland!;;;;;;;;;;;;;
webster_ashburton_treaty_title;Webster-Ashburton Treaty;Traité de Webster-Ashburton;Webster-Ashburton-Vertrag;;Tratado de Webster-Ashburton;;;;;;;;;
webster_ashburton_treaty_desc;Following the events of the (undeclared) Aroostook War, The Webster-Ashburton Treaty of 1842, between the United Kingdom and The United States of America, delimited with finality the borders between Maine and New Brunswick, regulated the shared use of the Great Lakes, reaffirmed the 49th parallel border and called for a mutual commitment toward ending the Atlantic slave trade.;Suivant les événements de guerre (non déclarée) d’Aroostook, le traité Webster-Ashburton de 1842, signé entre le Royaume-Uni et les États-Unis, délimite avec précision la frontière entre le Maine et le Nouveau Brunswick, régit l'utilisation commune des grands lacs, réaffirme la frontière constituée par le 49e parallèle et lance un appel mutuel pour mettre fin au trafic d’esclave en Atlantique.;Der Webster-Ashburton-Vertrag von 1842 folgte auf die Ereignisse des (illegalen) Aroostook-Krieges zwischen dem Vereinigten Königreich und den Vereinigten Staaten. Im Vertrag wurden die Grenzen zwischen Maine und New Brunswick endgültig festgelegt, die gemeinsame Nutzung der Great Lakes reglementiert, der Nordwestwinkel erneut bestätigt und ein gegenseitiger Einsatz zur Beendigung des atlantischen Sklavenhandels beschlossen.;;Tras los sucesos de la (no declarada) Guerra de Aroostook, el tratado Webster-Ashburton de 1842, suscrito por el Reino Unido y los Estados Unidos de América delimitó de manera definitiva la frontera entre Maine y Nuevo Brunswick, reguló el uso compartido de los Grandes Lagos, confirmó la frontera del paralelo 49 y expresó el deseo mutuo de alcanzar un compromiso con el fin de terminar con el comercio de esclavos en el Atlántico.;;;;;;;;;
western_empire_title;The Western Empire Issue;;;;;;;;;;;;;
western_empire_desc;Many years have passed and the Byzantine Empire is now the greatest empire on Earth. At least in terms of prestige and culture. Byzantine Empire owns all the eastern mediteranean territories. Our people now share the dream of our new Emperor Ioustinianos. If there should be a nation to reclaim the glory and territories of the old Roman Empire, it is our nation. The people of the Italian and Iberian peninula, as wel as the muslims of the north africa would be delighted to belong in the greatest empire on earth. As of today they accept Ioustinianos as their saviour and the byzantine banner as their flag. The people of Rome secede their land to our Emperor in order for the new capital to be rebuilt !! Great projects are undertaken, like the new palace and Ippodromos. Colloseum is rebuilt !! That much splendor was not to be seen even in the old Rome !!;;;;;;;;;;;;;
western_influences;Western Influences;Influences occidentales;Westlicher Einfluss;;Influencias occidentales;;;;;;;;;
desc_western_influences;Our government pursues a policy of active encouragement of Western Influences.;Notre gouvernement mène une politique visant à encourager les influences occidentales.;Unsere Regierung verfolgt eine Politik, die westliche Einflüsse aktiv fördert.;;Nuestro gobierno persigue una política activa de promoción de las influencias occidentales.;;;;;;;;;
westernize_nation_title;Embrace Westernization;Occidentalisation;Verwestlichung akzeptieren;;Adoptar la occidentalización;;;;;;;;;
westernize_nation_desc;Our country is under intellectual assault by modernity and the Western World. In the fields of modern technology, industry and military theory, the old traditions and institutions no longer serve us as they used to. Everywhere we turn, western influences spread like wildfire through our nation, our population, and our souls. If we are to remain what we always have been, and not become something else entirely, now is the time to assume control of our own destiny. It has become apparent to the leading members of our intellectual elite, that the only way to turn the tide on the Western Leviathan is to swim with it, for, as Sun Tzu says: The reed that bends before the wind, also offers a form of resistance.;Notre pays est la cible d'une attaque intellectuelle lancée par la modernité et le monde occidental. Dans les domaines de la technologie, de l'industrie et la théorie militaire moderne, les vieilles traditions et institutions ne nous sont plus aussi utiles qu'avant. Partout autour de nous, les influences occidentales se propagent, tel un incendie incontrôlable, dans notre nation, notre population et nos esprits. Pour conserver notre identité et éviter tout changement radical, il nous faut prendre en main notre destin. Il apparaît évident pour les responsables de notre élite intellectuelle que la seule manière d'inverser la tendance face au mastodonte occidental consiste à lui emboîter le pas car, comme le dit," Sun Tzu : ""le roseau qui plie face au vent ne cède pas"".;Unser Land steht unter einem intellektuellen Angriff der Modernität und der westlichen Welt. In den Feldern Moderne Technologie", Industrie- und Militärtheorie leisten und die alten Traditionen und Institutionen nicht mehr so gute Dienste wie früher. Wo auch immer man hinsieht verbreiten sich westliche Einflüsse in unserer Nation, unter unserer Bevölkerung und in unseren Seelen wie ein Lauffeuer. Wenn wir so bleiben möchten wir bisher und unser Wesen nicht vollständig verändern wollen, ist jetzt die Zeit gekommen, um unser Schicksal in die eigenen Hände zu nehmen. Führende Mitglieder unserer intellektuellen Elite haben erkannt, dass der einzige Weg, das westliche Meerungeheuer aufzuhalten, eine Weile mit ihm zu schwimmen. Wie schon Sun sagte: Das Schilfrohr, dass sich im Wind biegt, liefert auch eine Art von Widerstand.;;Nuestro país se encuentra bajo el asalto de la modernidad y el mundo occidental. En los campos de la tecnología moderna y la teoría militar, las viejas tradiciones ya no nos son tan útiles como solían. Allá donde miramos, las influencias occidentales corren como la pólvora a lo largo de nuestra nación, nuestro pueblo y nuestras almas. Si vamos a seguir siendo lo que siempre hemos sido y no vamos a convertirnos en otra cosa, este es el momento de tomar las riendas de nuestro propio destino. A los miembros notables de nuestra élite intelectual les resulta evidente que la única forma de capear al leviatán occidental consiste en nadar con él ya que, como dice Sun Tzu, el junco más resistente es aquel que se dobla al viento.;;;;;;;;;
western_presence;Western Presence;Présence occidentale;Westliche Präsenz;;Presencia occidental;;;;;;;;;
desc_western_presence;An expatriate community of foreigners, from various European countries and Great Powers, has formed here.;Une communauté d'expatriés issus de différents pays européens et de Grandes Puissances s'est formée ici.;Eine Ausländergemeinde aus verschiedenen europäischen Ländern und Großmächten hat sich hier gebildet.;;Se ha formado una comunidad de extranjeros expatriados de diversos países europeos y grandes potencias.;;;;;;;;;
whistlestop_tour_title;Whistle Stop Tour;;;;;;;;;;;;;
whistlestop_tour_desc;With the advent of railways in our nation, the idea has been suggested that our monarch tour the nation, traveling from city to city by train. Some urge caution, however, for such public appearances could provide assassins with the opportunity to strike in provinces that are simmering with rebellion.;;;;;;;;;;;;;
Will_Of_The_People_title;The Will of the People;;;;;;;;;;;;;
Will_Of_The_People_desc;Through the social contract,or the 'Will of the People', may the Workers of the World Unite in Proletariat Revolution!;;;;;;;;;;;;;
