Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
flintlock_rifle_armament_desc;Introduced at the beginning of the 17th century, the flintlock rapidly replaced earlier firearm-ignition technologies, such as the doglock, matchlock, and wheellock mechanisms. It continued to be in common use for over two centuries, replaced by percussion cap and, later, cartridge-based systems in the early-to-mid 19th century. Although long superseded by modern firearms, flintlock weapons enjoy continuing popularity with black-powder shooting enthusiasts.;;Das Steinschloss wurde im frühen 17. Jahrhundert eingeführt und ersetzte schnell die älteren Auslösemechanismen für Schusswaffen, wie z.B. das Schnappschloss, Luntenschloss oder Radschloss. Es war mehr als zwei Jahrzehnte im Einsatz, bevor es vom Zündhütchen und später, Anfang bis Mitte des 19. Jahrhunderts, von patronenbasierten Systemen abgelöst wurde. Auch wenn sie schon lange von modernen Feuerwaffen verdrängt wurden, erfreuen sich Steinschlosswaffen bei Schwarzpulver-Liebhabern immer noch großer Beliebtheit.;;;;;;;;;;;
food_manufactories;Food Processing Manufactories;;;;;;;;;;;;;
forced_march_invention;Forced March;;;;;;;;;;;;;
four_course_crop_rotation;Four Course Crop Rotation;;;;;;;;;;;;;
industry_tech;Industry: From 1700;Industry: From 1700;Industry: From 1700;;Industry: From 1700;;;;;;;;;
inquisition_invention;The Inquisition;;;;;;;;;;;;;
inquisitions_tech;Inquisition;;;;;;;;;;;;;
international_monetary_funds;International Monetary Funds;;;;;;;;;;;;;
internet;The Internet;;;;;;;;;;;;;
jacobean_era;Army;;;;;;;;;;;;;
jesuit_missions;Jesuit Missions;;;;;;;;;;;;;
jesuit_movements_tech;Jesuit Movement;;;;;;;;;;;;;
jesuit_schools;Jesuit Schools;;;;;;;;;;;;;
knitting_machine;Knitting Machine;;;;;;;;;;;;;
large_hadron_collider;The Large Hadron Collider;;;;;;;;;;;;;
large_hadron_collider_desc;The Large Hadron Collider;;;;;;;;;;;;;
late_medieval_warfare;Post Medieval Warfare;;;;;;;;;;;;;
late_reformation;Post Reformation;;;;;;;;;;;;;
late_renaissance;Late Renaissance;;;;;;;;;;;;;
late_renaissance_philosophies;Late Renaissance Philosophies;;;;;;;;;;;;;
levee_en_masse_invention;Levee en Masse;;;;;;;;;;;;;
light_armament;1800 - 1869;1800 - 1869;1800 - 1869;Navy;1800 - 1869;;;;;;;;;
light_armament_desc;This is the development of the main side arms of your units. The applications will upgrade the combat values of your divisions. Better applications within this branch will increase the Fire attack value of your units.;Cela concerne l'évolution des principales armes de poing de vos unités. Les améliorations augmenteront la valeur au combat de vos divisions. Des améliorations dans cette branche augmenteront la valeur d'attaque de vos unités.;Dies ist die Entwicklung der Hauptbewaffnung Ihrer Einheiten. Diese Anwendungen erhöhen die Kampfwerte Ihrer Divisionen. Bessere Anwendungen in diesem Bereich erhöhen die offensiven Feuerwerte Ihrer Einheiten.;;Éste es el desarrollo de las armas principales de tus unidades. Su utilización mejorará la eficacia militar de tus divisiones. Los mejores usos de esta rama aumentarán el valor de Ataque de disparo de tus unidades.;;;;;;;;;
local_distribution_channels;Commercial Retailers;Détaillants en commerce;Kommerzielle Einzelhändler;;Puntos de venta comerciales;;;;;;;;;
desc_local_distribution_channels;New and efficient modes and structures for the selling and reselling of goods have been implemented in this province, leaving farmers free to tend their fields.;De nouvelles et efficaces méthodes et structures de vente et de revente de marchandises ont été introduites dans cette province, laissant les agriculteurs libres de s'occuper de leurs champs.;Neue und effiziente Modi und Strukturen zum Kauf und Verkauf von Gütern wurden in dieser Provinz eingeführt, was den Bauern mehr Zeit zur Bearbeitung ihrer Felder lässt.;;En esta provincia se han implementado sistemas para la venta y distribución de bienes nuevos y eficientes, posibilitando que los granjeros se concentren en sus granjas.;;;;;;;;;
local_electricity;Electrical Lighting;Éclairage électrique;Elektrisches Licht;;Iluminación eléctrica;;;;;;;;;
desc_local_electricity;Electrical Lights have been put up on the streets in this province, increasing the efficiency of all local production, as workers work in new and well lit environs.;Cette province a été équipée d'éclairages électriques, ce qui améliore l'efficacité de toute la production locale, car les ouvriers travaillent dans des environnements neufs et bien éclairés.;Elektrische Straßenbeleuchtung wurde in dieser Provinz installiert, was die Effizienz der gesamten lokalen Produktion steigert, da die Arbeiter in neuer und gut beleuchteter Umgebung ihr Werk verrichten.;;En las calles de esta provincia se han instalado luces eléctricas, lo que aumenta la eficacia de toda la producción local, ya que los trabajadores realizan su labor en entornos nuevos y bien iluminados.;;;;;;;;;
local_machine_tools;Mechanized Mining;Extraction minière mécanisée;Mechanisierter Bergbau;;Minería mecanizada;;;;;;;;;
desc_local_machine_tools;The mining process in this province is carried out with new and mechanized tools, increasing the efficiency of local mining operations.;Dans cette province, l'extraction s'effectue au moyen d'outils mécanisés neufs qui améliorent l'efficacité des exploitations minières locales.;Der Bergbau in dieser Provinz wird mit neuen und mechanisierten Werkzeugen ausgeführt, was seine Effizienz steigert.;;Nuevas herramientas mecanizadas llevan a cabo el proceso de minería de esta provincia, aumentando la eficiencia de las operaciones mineras locales.;;;;;;;;;
local_nitroglycerin;Nitroglycerin;Nitroglycérine;Nitroglyzerin;;Nitroglicerina;;;;;;;;;
desc_local_nitroglycerin;Knowledge of the use of modern explosives has spread to this province, aiding local mining ventures.;Cette province sait utiliser les explosifs modernes pour exploiter les mines locales.;Wissen um moderne Sprengstoffe hat sich in diese Provinz ausbegreitet und hilft bei den lokalen Bergbauunternehmungen.;;El conocimiento de la forma de uso de explosivos modernos se ha difundido a esta provincia, ayudando a las empresas mineras locales.;;;;;;;;;
local_tractors;Tractors;Tracteurs;Traktoren;;Tractores;;;;;;;;;
desc_local_tractors;Mechanized farming has arrived in this province in the form of tractors, increasing the efficiency, and reducing the labour intensity, of local farming.;L'agriculture mécanisée a été introduite dans cette province sous la forme de tracteurs qui améliorent l'efficacité et réduisent l'intensité de main-d'œuvre de l'agriculture locale.;Mechanisierte Agrikultur ist in dieser Provinz in Form von Traktoren eingetroffen, was die Effizienz der lokalen Bauern erhöht und ihre Arbeitsintensität verringert.;;La agricultura mecanizada ha llegado a esta provincia de la mano de tractores, que aumentan la eficacia y reducen la intensidad del trabajo en las granjas locales.;;;;;;;;;
lunar_colonisation;Colonisation of the Moon;;;;;;;;;;;;;
lunar_colonisation_desc;Although long dreamed of, it has only recently been remarked that the colonisation of the Moon could be within the realm of possibility.;;;;;;;;;;;;;
machine_gun_armament;Machine Gun Armament;;Maschinengewehr-Aufrüstung;;;;;;;;;;;
machine_gun_armament_desc;The Gatling gun, patented in 1861 by Richard Jordan Gatling, was the first to offer controlled, sequential fire with automatic loading. It first saw very limited action in the American Civil War; it was subsequently improved and used in the Franco-Prussian war and North-West Rebellion. Many were sold to other armies in the late 19th century and continued to be used into the early 20th century. The first self-powered machine gun was invented in 1885 by Sir Hiram Maxim. The 'Maxim gun' used the recoil power of the previously fired bullet to reload rather than being hand-powered, enabling a much higher rate of fire than was possible using earlier designs such as the Nordenfelt and Gatling weapons.;;Das Repetiergeschütz wurde 1861 von Richard Jordan Gatling patentiert und bot als erstes die Möglichkeit kontrollierter, aufeinanderfolgender Feuersalven mit automatischem Nachladen. Zu einem ersten, begrenzten Einsatz kam das Gewehr im amerikanischen Bürgerkrieg. Es wurde fortlaufend weiterentwickelt und kam auch im Deutsch-Französischen Krieg und im Nordwest-Widerstand zum Einsatz. Viele Gewehre wurden im späten 19. Jahrhundert an andere Armeen verkauft und bis ins frühe 20. Jahrhundert hinein verwendet. Das erste selbstladende Maschinengewehr wurde 1885 von Sir Hiram Maxim erfunden. Das Maxim-Maschinengewehr nutzte die Energie des Rückstoßes zuvor abgeschossener Kugeln zum Nachladen, keinen Handantrieb, und erlaubte eine höhere Feuerrate als frühere Entwicklungen, wie z.B. das Nordenfelt und das Gatling-Gewehr.;;;;;;;;;;
macro_engineering;Macro-Engineering;;;;;;;;;;;;;
macro_engineering_desc;Macro-Engineering;;;;;;;;;;;;;
manned_space_flight;Manned Space Missions;;;;;;;;;;;;;
mannerism;Mannerism;;;;;;;;;;;;;
mannerist_construction;Mannerist Construction;;;;;;;;;;;;;
mannerist_sculpture;Mannerist Decoration;;;;;;;;;;;;;
maritime_tradition;Maritime Tradition;;;;;;;;;;;;;
martian_colonisation;Colonisation of Mars;;;;;;;;;;;;;
martian_colonisation_desc;Although long dreamed of, it has only recently been remarked that the colonisation of the red planet could be within the realm of possibility.;;;;;;;;;;;;;
mass_media;Mass Medias;;;;;;;;;;;;;
matchlock_arquebuse;Matchlock Arquebuse;;;;;;;;;;;;;
material_reality_invention;Material Reality;;;;;;;;;;;;;
medication;Medication;;;;;;;;;;;;;
medication_desc;Medication;;;;;;;;;;;;;
mercenary_corps;Mercenary Corps;;;;;;;;;;;;;
metaphysics_invention;Metaphysics;;;;;;;;;;;;;
methodism;Methodism;;;;;;;;;;;;;
microscope;The Microscope;;;;;;;;;;;;;
military_aviation;Military Aviation;;Militärische Luftfahrt;;;;;;;;;;;
military_aviation_desc;Military aviation is the use of aircraft and other flying machines for the purposes of conducting or enabling warfare. Heavier-than-air aircraft were recognized as having military applications early on. A Wright Model A was purchased in 1909 by the U.S. Army Signal Corps, and in 1911 the Italians used a variety of aircraft types in reconnaissance, photo-reconnaissance, and bombing roles as part of the Italo-Turkish War. World War I saw military aviation rapidly embrace many specialized types, such as scouts, artillery observers, fighters or bombers.;;Militärische Luftfahrt bedient sich Flugzeugen und anderen Fluggeräten zum Zwecke der Kriegsführung. Luftfahrzeuge, die schwerer als Luft sind, wurden schon früh als militärische Hilfsmittel erkannt. Das Wright Model A wurde 1909 von der U.S. Armee Nachrichtentruppe gekauft und 1911 nutzte Italien mehrere Luftfahrzeuge verschiedenster Art zur Erkundung, Foto-Aufklärung und Bombardierung im Italienisch-Türkischen Krieg. Im ersten Weltkrieg kamen in der militärischen Luftfahrt viele spezialisierte Fluggeräte zum Einsatz, z.B. als Aufklärer, Artilleriebeobachter, Kampfflugzeuge und Bomber.;;;;;;;;;;;
military_revolution;The Military Revolution;;;;;;;;;;;;;
military_science;1919 - 1949;1919 - 1949;1919 - 1949;;1919 - 1949;;;;;;;;;
military_science_desc;This is the scientific evolution of your army. Statistics, logistics and well laid plans became an important facet of war. New applications will increase the organization value of your units.;Il s'agit de l'évolution scientifique de votre armée. La statistique, la logistique, et l'établissement de plans sont devenus des éléments importants de la guerre. Les nouvelles évolutions amélioreront l'organisation de vos unités.;Dies ist die wissenschaftliche Evolution Ihrer Armee. Statistik, Logistik und ausgeklügelte Pläne wurden zu einer wichtigen Facette des Kriegs. Neue Anwendungen erhöhen den Organisationswert Ihrer Einheiten.;;Es la evolución científica de tu ejército. Las estadísticas, la logística y los planes bien preparados se convertían en una faceta importante de la guerra. Las nuevas aplicaciones aumentarán la eficacia de tus unidades a la hora de organizarse.;;;;;;;;;
missile_defense_system;Missile Defense System;;;;;;;;;;;;;
mixed_armies;Mixed Armies;;;;;;;;;;;;;
modern_arch_invention;The Modern Arch;;;;;;;;;;;;;
modern_cement_factory;Modern Cement Factory;;;;;;;;;;;;;
modern_ethics_invention;Modern Ethics;;;;;;;;;;;;;
multinationals;Multinational Corporations;;;;;;;;;;;;;
muzzle_loaded_rifle_armament;Muzzle-loaded Rifle Armament;;Vorderlader-Aufrüstung;;;;;;;;;;;
muzzle_loaded_rifle_armament_desc;A muzzle-loading rifle is a gun in which the projectile and propelling charge is loaded through the front-end of the gun, in contrast to a breech loading rifle. Hand held rifles were well-developed by the 1740s. A recognizable form of the 'muzzleloader' is the Kentucky Rifle, which was actually developed in Pennsylvania. The American Longrifle evolved from the German 'Jäger' rifle.;;Vorderlader sind Waffen, deren Projektile und Ladungen durch den Lauf geladen werden, im Gegensatz zu den Hinterladern. Handgewehre waren in den 1740ern weit entwickelt. Ein bekannter Vorderlader ist das Kentucky-Gewehr, das in Pennsylvania entwickelt wurde. Das amerikanische Langgewehr wurde vom deutschen Jagdgewehr weiterentwickelt.;;;;;;;;;;;
napoleonic_warfare;Napoleonic Warfare;;;;;;;;;;;;;
nation_states_invention;Nation States;;;;;;;;;;;;;
native_language_books;Translated Books;;;;;;;;;;;;;
native_language_schools;National Schools;;;;;;;;;;;;;
naval_power_projection;Naval Power Projection;;;;;;;;;;;;;
naval_superstructures;Naval Superstructures;;;;;;;;;;;;;
navy_tech;Navy: From 1700;Navy: From 1700;Navy: From 1700;;Navy: From 1700;;;;;;;;;
neoclassicism;Neoclassicism;;;;;;;;;;;;;
neoclassicist_construction;Neoclassicist Construction;;;;;;;;;;;;;
neoclassicist_music_n_literature;Neoclassicist Music and Literature;;;;;;;;;;;;;
new_keynesian_economics;Neokeynesian Economics;;;;;;;;;;;;;
nuclear_powered_ships;Nuclear Powered Ships;;;;;;;;;;;;;
parachute_warfare;Parachute Warfare;;;;;;;;;;;;;
pietism;Pietism;;;;;;;;;;;;;
pocket_watch;The Pocket Watch;;;;;;;;;;;;;
polymerase_chain_reaction;Polymerase Chain Reaction;;;;;;;;;;;;;
polymerase_chain_reaction_desc;Polymerase Chain Reaction;;;;;;;;;;;;;
post_colonialism;Post-Colonialism;;;;;;;;;;;;;
post_colonialism_desc;Post-Colonialism;;;;;;;;;;;;;
post_modernism;Postmodernism;;;;;;;;;;;;;
post_modernism_desc;Postmodernism;;;;;;;;;;;;;
post_napoleonic_army_doctrine;Post Napoleonic Army Doctrine;;Post-Napoleonische Armee-Doktrin;;;;;;;;;;;
post_napoleonic_army_doctrine_desc;'The French Revolution and the Napoleonic Wars that followed revolutionized military strategy. The impact of this period was still to be felt in the American Civil War and the early phases of World War I. With the advent of cheap small arms and the rise of the drafted citizen soldier, armies grew rapidly in size to become massed formations. This necessitated dividing the army first into divisions and later into corps. Along with divisions came divisional artillery; light-weight, mobile cannon with great range and firepower. The rigid formations of pikemen and musketeers firing massed volleys gave way to light infantry fighting in skirmish lines.';;Die französische Revolution und die nachfolgenden Napoleonischen Kriege revolutionierten militärische Strategien. Der Einfluss dieser Periode war noch im amerikanischen Bürgerkrieg und den Anfangsphasen des ersten Weltkriegs spürbar. Mit dem Aufstieg billiger Handfeuerwaffen und der zum Kriegsdienst verpflichteten Bürger, wuchsen die Armeen stark zu Massenformationen an. Dies machte es erforderlich, Armeen zunächst in Divisionen und später inKorps aufzuteilen. Mit den Divisionen kam die Divisionsartillerie: leichte, mobile Kanonen mit großer Reichweite und Feuerkraft. Rigide Formationen von Pikenieren und Musketieren feuerten massive Salven ab und machten der leichten Infanterie in den Schützenlinien den Weg frei.;;;;;;;;;;
post_napoleonic_thought;Post-Napoleonic Thought;Pensée post-napoléonienne;Postnapoleonischer Gedanke;;Pensamiento post-napoleónico;;;;;;;;;
post_nelsonian_thought;Early Colonialism;;;;;;;;;;;;;
post_nelsonian_thought_desc;Early Colonialism;;;;;;;;;;;;;
post_renaissance_tech;Post Renaissance Technology;;;;;;;;;;;;;
precisision_guided_artillery;Precision Guided Artillery;;;;;;;;;;;;;
pre_industrial_school;Pre-Industrial School;;;;;;;;;;;;;
privateering;Privateering;;;;;;;;;;;;;
professional_philosophy;Professional Philosophers;;;;;;;;;;;;;
psyschology_of_reason_invention;Psychology of Reason;;;;;;;;;;;;;
quantum_physics;Quantum Physics;;;;;;;;;;;;;
ranks_and_companies;Ranks and Companies;;;;;;;;;;;;;
rationalism_invention;Rationalism;;;;;;;;;;;;;
refeudalization_of_armies;Refeudalization of the Armies;;;;;;;;;;;;;
reformation_of_the_church;Reformation of the Church;;;;;;;;;;;;;
relativism_invention;Relativism;;;;;;;;;;;;;
renaissance_clothing;Renaissance Fashion;;;;;;;;;;;;;
revivalism;Revivalism;;;;;;;;;;;;;
revolutionary_ideas;Revolutionary Ideals;;;;;;;;;;;;;
robotics;Robotics;;;;;;;;;;;;;
robotics_desc;Robotics;;;;;;;;;;;;;
robotisation;Robotisation;;;;;;;;;;;;;
rocket_science;Rocket Science;;;;;;;;;;;;;
rocket_science_desc;Rocket Science;;;;;;;;;;;;;
rococo;Rococo;;;;;;;;;;;;;
rococo_construction;Rococo Construction;;;;;;;;;;;;;
rococo_fine_arts;Rococo Fine Arts;;;;;;;;;;;;;
roman_christian_universities;Roman Christian Universities;;;;;;;;;;;;;
rotherham_plough;Rotherham Plough;;Rotherham-Pflug;;;;;;;;;;;
rotherham_plough_desc;The Rotherham or Yorkshire Plough invented by Disney Stanyforth and Joseph Foljambe was an improvement on the traditional plough. It was constructed of wood like the standard plough but the fittings and coulter (cutting blade) were made of iron and the mouldboard and ploughshare were covered in iron plates. It was lighter than the traditional plough and could be easily worked with a pair of horses.;;Der Rotherham oder Yorkshire Pflug wurde von Disney Stanyforth und Joseph Foljambe als Weiterentwicklung des traditionellen Pflugs erfunden. Er bestand aus Holz wie der Standard-Pflug, doch die Beschläge und das Pflugmesser waren aus Eisen und  das Streichblech und die Pflugschar waren mit Eisen verkleidet. Dieser Pflug war leichter als der traditionelle Pflug und konnte leicht von zwei Pferden gezogen werden.;;;;;;;;;;;
salons_invention;Salons;;;;;;;;;;;;;
satellite_communications;Satellite Communications;;;;;;;;;;;;;
scientific_revolution_tech;The Scientific Revolution;;;;;;;;;;;;;
secret_of_atom;The Secret of the Atom;;;;;;;;;;;;;
secret_of_atom_desc;The Secret of the Atom;;;;;;;;;;;;;
secular_public_schools;Secular Public Schools;;;;;;;;;;;;;
seed_drill;Seed Drill;;;;;;;;;;;;;
selective_breeding;Selective Breedings;;;;;;;;;;;;;
selfish_gene;The Selfish Gene;;;;;;;;;;;;;
selfish_gene_desc;The Selfish Gene;;;;;;;;;;;;;
sheet_glass;Sheet Glass;;;;;;;;;;;;;
space_colonisation;Space Colonisation;;;;;;;;;;;;;
spinning_mule;Spinning Mule;;;;;;;;;;;;;
springtime_of_nations_invention;The Springtime of Nations;;;;;;;;;;;;;
steam_jacks;Steam Jacks;;;;;;;;;;;;;
steam_pump;Early Steam Pump;;;;;;;;;;;;;
submersible_naval_assets;Submersible Naval Assets;;;;;;;;;;;;;
