Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
AIREASON_COMMON_FOE;Common Foe;;Gemeinsamer Feind;;;;;;;;;;;
AIREASON_WAR_WITH_SPHERE_LEADER;War with Sphere Leader;;Krieg mit dem Einflusssphären-Anführer;;;;;;;;;;;
AIREASON_CONSTRUCTING_CB;Strategic Interests;;Strategische Interessen;;;;;;;;;;;
AIREASON_HELD_CORES;Owns Core Provinces;;Besitzt Kernprovinzen;;;;;;;;;;;
AIREASON_NEGATIVE_RELATIONS;Negative Relations;;Negative Beziehungen;;;;;;;;;;;
AIREASON_THREATS;Threats;;Drohungen;;;;;;;;;;;
AIREASON_TOO_MANY_GP_ALLIES;Too many Great Power allies;;Zu viele Großmacht-Bündnispartner;;;;;;;;;;;
AIREASON_DESIRES_GP_ALLY;Wants a Great Power ally;;Möchte ein Großmacht-Bündnispartner;;;;;;;;;;;
AIREASON_ALLY_OF_ALLY;Ally of Ally;;Bündnispartner von Bündnispartner;;;;;;;;;;;
AIREASON_TOO_MANY_ALLIANCES;Too Many Alliances;;Zu viele Bündnisse;;;;;;;;;;;
AIREASON_RELATIVE_ARMY_STRENGTH;Army Strength;;Truppen-Stärke;;;;;;;;;;;
AIREASON_RELATIVE_NAVY_STRENGTH;Navy Strength;;Flotten-Stärke;;;;;;;;;;;
AIREASON_CURRENT_WARS;Current Wars;;Aktuelle Kriege;;;;;;;;;;;
AIREASON_OUR_CASUS_BELLI;Our Casus Belli;;Unser Kriegsgrund;;;;;;;;;;;
AIREASON_YOUR_CASUS_BELLI;Your Casus Belli;;Euer Kriegsgrund;;;;;;;;;;;
AIREASON_CIV_VS_UNCIV;Civilized vs Uncivilized;;Ziviliziert gegen Unzivilisiert;;;;;;;;;;;
AIREASON_DIPLOMATIC_GOALS;Political Considerations;;Politische Überlegungen;;;;;;;;;;;
AIREASON_DISTANCE;Distance;;Distanz;;;;;;;;;;;
AIREASON_DIFFERENT_GOVTYPES;Government Type;;Regierungsart;;;;;;;;;;;
AIREASON_OUR_SPHERE;Our Sphere;;Unsere Einflusssphäre;;;;;;;;;;;
AIREASON_OTHER_SPHERE_LEADER;Other Sphere Leader;;Andere Einflusssphären-Anführer;;;;;;;;;;;
AIREASON_OTHER_SPHERE;Other Sphere;;Andere Einflusssphäre;;;;;;;;;;;
AIREASON_OVERLORD;Overlord;;Herrscher;;;;;;;;;;;
AIREASON_BADBOY;Infamy;;Infamie;;;;;;;;;;;
AIREASON_RELATIONS;Relations;;Beziehungen;;;;;;;;;;;
AIREASON_GP_RELATIONS;Opinion;;Meinung;;;;;;;;;;;
AIREASON_BASE_RELUCTANCE;Base Reluctance;;Basis-Zurückhaltung;;;;;;;;;;;
AI_DIPLOMATIC_VALUE;Diplomatic Value;;Diplomatischer Wert;;;;;;;;;;;
AI_DIPLO_NO;They will not accept;;Sie werden nicht akzeptieren;;;;;;;;;;;
AI_DIPLO_YES;They will accept;;Sie werden akzeptieren;;;;;;;;;;;
SHIP_BUILD_MIN_BASE_LEVEL_WARNING;§RCannot be built in this naval port. Requires level §Y$LVL$§R or greater.§!;;§RKann in diesem Marinehafen nicht gebaut werden. Erfordert Stufe §Y$LVL$§R oder besser.§!;;;;;;;;;;;
NAVAL_BASE_OVERSEAS_LIMIT;§RCapital ships cannot be built in overseas provinces.§!;;§RGroßkampfschiffe können nicht in Übersee-Provinzen gebaut werden.§!;;;;;;;;;;;
NAVAL_COMBAT_DAMAGE_DESC_TITLE;The estimated fire power is §G$POWER$§!:;;Die geschätzte Feuerkraft beträgt §G$POWER$§!:;;;;;;;;;;;
NAVAL_COMBAT_DAMAGE_DESC_BASE;§Y$UNIT$§! base attack: §G$VAL$§!;;§Y$UNIT$§! Grundangriff: §G$VAL$§!;;;;;;;;;;;
NAVAL_COMBAT_DAMAGE_DESC_TORP;Torpedo attack: §G$VAL$§!;;Torpedo-Angriff: §G$VAL$§!;;;;;;;;;;;
NAVAL_COMBAT_DAMAGE_DESC_LUCK;Luck and decisions: §Y$VAL$%§!;;Glück und Entscheidungen: §Y$VAL$%§!;;;;;;;;;;;
NAVAL_COMBAT_DAMAGE_DESC_HULL;Reduced by opponent hull (§R$HULL$§!): §R$VAL$%§!;;Durch gegnerischen Rumpf (§R$HULL$§!) reduziert um: §R$VAL$%§!;;;;;;;;;;;
NAVAL_COMBAT_DAMAGE_DESC_EXP;Reduced by opponent experience (§R$EXP$%§!): §R$VAL$%§!;;Durch gegnerische Erfahrung (§R$EXP$%§!) reduziert um: §R$VAL$%§!;;;;;;;;;;;
NAVAL_COMBAT_DAMAGE_DESC_NOORG;Opponent has no organization: §Y$VAL$%§!;;Gegner besitzt keine Organisation: §Y$VAL$%§!;;;;;;;;;;;
NAVAL_COMBAT_DAMAGE_DESC_STR;Reduced by our strength: §R$VAL$%§!;;Durch unsere Stärke reduziert: §R$VAL$%§!;;;;;;;;;;;
NAVAL_COMBAT_HIT_CHANCE_DESC;Hitting chance: §Y$VAL$%§!;;Trefferchance: §Y$VAL$%§!;;;;;;;;;;;
NAVAL_COMBAT_HIT_CHANCE_DESC_EVA;(reduced by opponent evasion §R$VAL$%§!);;(Durch gegnerische Ausweichrate §R$VAL$%§! reduziert);;;;;;;;;;;
MOBILIZATION_PROGRESS_PAUSED;Mobilization recruitment in §Y$PROV$§! will soon begin.;;Rekrutierungs-Mobilisierung in §Y$PROV$§! beginnt in Kürze.;;;;;;;;;;;
MOBILIZATION_PROGRESS_PENDING;Current mobilization progress is §Y$PROG$%§!;;Aktueller Mobilisierungsfortschritt: §Y$PROG$%§!;;;;;;;;;;;
MOBILIZATION_PROGRESS_NOT_MOBILIZED;Mobilization will take some time, but an advanced railway network will speed up the process.;;Die Mobilisierung wird einige Zeit in Anspruch nehmen, doch ein Ausbau des Schienennetzwerks wird den Prozess beschleunigen.;;;;;;;;;;;
COLONY_ADD_INFLUENCE;Add colonial influence;;Kolonialen Einfluss hinzufügen;;;;;;;;;;;
COLONIZE_PHASE_INTEREST;Establishing interest;;Interesse etablieren;;;;;;;;;;;
COLONIZE_PHASE_INTEREST_DESC;Compete with investment of colonial power. The top two countries when someone gets $LEVELS$ levels ahead go on to next state of competition;;Investiert in den Wettstreit Kolonialmacht. Die zwei besten Länder treten in die nächste Phase des Wettstreits ein, sobald jemand $LEVELS$ Stufen Vorsprung hat.;;;;;;;;;;;
COLONIZE_PHASE_INFLUENCE;Colonial competition;;Einfluss sichern;;;;;;;;;;;
COLONIZE_PHASE_INFLUENCE_DESC;Two countries battle with colonial power until one side can not match influence. Every time investment is made tension in state will increase and if it gets too hot turns into a crisis.;;Zwei Länder wettstreiten mit Einsatz von Kolonialmacht, bis eine Seite dem Einfluss nichts mehr entgegenzusetzen hat. Mit jeder Investition steigt die Spannung im Staat und wenn die Stimmung zu sehr hochkocht, bricht ein Konflikt aus.;;;;;;;;;;;
COLONIZE_PHASE_COLONIZATION;Colonization;;Kolonisierung;;;;;;;;;;;
COLONIZE_PHASE_COLONIZATION_DESC;Winner of previous phases has $MONTHS$ months to convert to a colony or lose investments.;;Der Gewinner der vorhergehenden Phasen hat  $MONTHS$ Monate, um eine Kolonie zu konvertieren, oder er verliert alle Investitionen.;;;;;;;;;;;
TICKING_WARSCORE_DESC_GRACE;$VAL$ (§Y$DAY$§! days left).;;$VAL$ (§Y$DAY$§! Tag(e) verbleiben).;;;;;;;;;;;
TICKING_WARSCORE_DESC_GRACE_EXPLAIN;Territorial war goals that are at least §G$MIN$%§! fulfilled will gradually add war score to the claimant.\nIf a war goal is not fulfilled after §Ygrace period of $DAYS$ days§! it will instead add war score to the owner. A goal occupied by the claimant and retaken by the owner will gradually revert to §Y0§! score to either side.;;Territoriale Kriegsziele, die wenigstens zu §G$MIN$%§! erfüllt sind, geben dem Anspruchsteller mit der Zeit Kriegspunkte.\nWenn ein Kriegsziel nach einer §YFrist von $DAYS$ Tag(en)§! nicht erfüllt ist, so erhält der Besitzer Kriegspunkte. Ein vom Anspruchssteller besetztes und vom Besitzer zurückerobertes Ziel wird auf beiden Seiten schrittweise die Punkte auf §Y0§! zurücksetzen.;;;;;;;;;;;
TICKING_WARSCORE_FULFILL_TERRITORY_WG;§GFulfilled when occupying at least $MIN$% provinces of the targeted state(s) of this war goal.§!;;§GIst erfüllt, wenn mindestens $MIN$% der Provinzen der Zielstaaten dieses Kriegsziels eingenommen wurden.§!;;;;;;;;;;;
TICKING_WARSCORE_FULFILL_TERRITORY_ANY;§GFulfilled when occupying at least $MIN$% provinces belonging to the targeted nation.§!;;§GIst erfüllt, wenn mindestens $MIN$% der Provinzen im Besitz der Zielnation eingenommen wurden.§!;;;;;;;;;;;
TICKING_WARSCORE_FULFILL_BATTLE;§GFulfilled when we have a greater war score from battles, once at least §G$BAT$§! have been fought.§!;;§GIst erfüllt, wenn wir einen höhere Kriegswertung durch Gefechte bekommen, sobald mindestens §G$BAT$§! gekämpft wurden.§!;;;;;;;;;;;
CREATE_PROTECTORATE;Create Protectorate;;Protektorat erstellen;;;;;;;;;;;
JAN;Jan Mayen;Jan Mayen;Jan Mayen;;Jan Mayen;;;;;;;;;
JAN_ADJ;Jan Mayen;Jan Mayen;Jan Mayen;;Jan Mayen;;;;;;;;;
JAN_liberal;Venstre;Venstre;Venstre;;Venstre;;;;;;;;;
JAN_conservative;Høyre;Høyre;Høyre;;Høyre;;;;;;;;;
JAN_socialist;Arbeiderparti;Arbeiderparti;Arbeiderparti;;Arbeiderparti;;;;;;;;;
JAN_anarcho_liberal;Radicals;Radicaux;Radikale;;Radicales;;;;;;;;;
JAN_communist;Communists;Communistes;Kommunisten;;Comunistas;;;;;;;;;
JAN_fascist;Nasjonal Samling;Nasjonal Samling;Nasjonal Samling;;Nasjonal Samling;;;;;;;;;
COUNTRYALERT_NO_Colonial;Nothing in our colonies needs attention.;;Nichts in unseren Kolonien bedarf unserer Aufmerksamkeit.;;;;;;;;;;;
COUNTRYALERT_NO_Crisis;No current crisis.;;Kein aktueller Konflikt.;;;;;;;;;;;
COUNTRYALERT_Crisis;Current crisis is at a temperature of §Y$TEMPERATURE$§!;;Aktuelle Konflikttemperatur: §Y$TEMPERATURE$§!;;;;;;;;;;;
HAS_GOODS_IN_STATE;Producing $GOODS$ in state.;;Produziert $GOODS$ im Staat.;;;;;;;;;;;
HAS_NO_GOODS_IN_STATE;Is not producing $GOODS$ in state.;;Produziert kein(e) $GOODS$ im Staat.;;;;;;;;;;;
MILITARY_MOBILIZE_CRISIS_IMPACT;§RMobilizing while on a side in a crisis will increase temperature and lead to war!§!;;§RWährend man sich auf einer Seite in einem Konflikt befindet, wird die Mobilisierung die Temperatur erhöhen und zum Krieg führen!§!;;;;;;;;;;;
CANT_COLONIZE;§RUnable to colonize:§!;;§RKolonisierung nicht möglich:§!;;;;;;;;;;;
COLONIZE_LAST_INVESTMENT;We have just invested in this area. Next investment can be done after §Y$DATE$§!;;Wir haben gerade erst in diese Gegend investiert. Nächste Investition möglich nach §Y$DATE$§! ;;;;;;;;;;;
COLONY_INVEST_COST;Cost of investment: §Y$COST$§! Colonial Power;;Investitionskosten: §Y$COST$§! Kolonialmacht;;;;;;;;;;;
COLONY_INVEST_COST_LACK;Cost of investment: §R$COST$§! Colonial Power;;Investitionskosten: §R$COST$§! Kolonialmacht;;;;;;;;;;;
COLONIAL_INVESTMENT;Currently invested: §R$VALUE$§!;;Aktuell investiert: §R$VALUE$§!;;;;;;;;;;;
COLONIAL_MAINTENANCE;Power tied up in maintenance: §R$VALUE$§!;;Durch Versorgung gebundene Kolonialmacht: §R$VALUE$§!;;;;;;;;;;;
AVAILABLE_COLONIAL_POWER;Available: §Y$VALUE$§!;;Verfügbar: §Y$VALUE$§!;;;;;;;;;;;
PW_PROTECTORATE;Protectorate;;Protektorat;;;;;;;;;;;
D01;The Kingdom of $REGION$;;Das Königreich von $REGION$;;;;;;;;;;;
D01_ADJ;Kingsmen;;königstreu;;;;;;;;;;;
D02;The Confederation of $REGION$;;Die Konföderation von $REGION$;;;;;;;;;;;
D02_ADJ;Confederate;;konföderiert;;;;;;;;;;;
D03;Commonwealth of $REGION$;;Commonwealth von $REGION$;;;;;;;;;;;
D03_ADJ;Commonwealth;;Commonwealth-;;;;;;;;;;;
D04;The Republic of $REGION$;;Die Republik von $REGION$;;;;;;;;;;;
D04_ADJ;Republican;;republikanisch;;;;;;;;;;;
D05;The $REGION$ State;;Der $REGION$-Staat;;;;;;;;;;;
D05_ADJ;Stateite;;staatlich;;;;;;;;;;;
D06;The People's Republic of $REGION$;;Die Volksrepublik von $REGION$;;;;;;;;;;;
D06_ADJ;Republican;;republikanisch;;;;;;;;;;;
D07;The Free State of $REGION$;;Der Freistaat von $REGION$;;;;;;;;;;;
D07_ADJ;Freestator;;freistaatlich;;;;;;;;;;;
D08;The Grand State of $REGION$;;Der Großstaat von $REGION$;;;;;;;;;;;
D08_ADJ;Grandstator;;großstaatlich;;;;;;;;;;;
D09;The State of $REGION$;;Der Staat von $REGION$;;;;;;;;;;;
D09_ADJ;Stateite;;staatlich;;;;;;;;;;;
D10;The Principality of $REGION$;;Das Fürstentum von $REGION$;;;;;;;;;;;
D10_ADJ;Princely;;fürstlich;;;;;;;;;;;
D11;The Democratic Republic of $REGION$;;Die Demokratische Republik von $REGION$;;;;;;;;;;;
D11_ADJ;Depublican;;depublikanisch;;;;;;;;;;;
D12;The $REGION$ Union;;Die $REGION$-Union;;;;;;;;;;;
D12_ADJ;Unionite;;Unions-;;;;;;;;;;;
D13;The $REGION$ Kingdom;;Das $REGION$-Königreich;;;;;;;;;;;
D13_ADJ;Kingsmen;;königstreu;;;;;;;;;;;
D14;The Dominion of $REGION$;;Das Dominion von $REGION$;;;;;;;;;;;
D14_ADJ;Dominion;;Dominions-;;;;;;;;;;;
D15;The Grand Duchy of $REGION$;;Das Großherzogtum von $REGION$;;;;;;;;;;;
D15_ADJ;Grandee;;großherzogstreu;;;;;;;;;;;
D16;The $REGION$ Nation;;Die $REGION$-Nation;;;;;;;;;;;
D16_ADJ;National;;national;;;;;;;;;;;
D17;The $REGION$ Federation;;Die $REGION$-Föderation;;;;;;;;;;;
D17_ADJ;Federation;;Föderations-;;;;;;;;;;;
D18;The United States of $REGION$;;Die Vereinigten Staaten von $REGION$;;;;;;;;;;;
D18_ADJ;Union;;Unions-;;;;;;;;;;;
D19;The Democratic Union of $REGION$;;Die Demokratische Union von $REGION$;;;;;;;;;;;
D19_ADJ;Union;;Unions-;;;;;;;;;;;
D20;The Princedom of $REGION$;;Das Fürstentum von $REGION$;;;;;;;;;;;
D20_ADJ;Princely;;fürstlich;;;;;;;;;;;
D21;The Union of $REGION$;;Die Union von $REGION$;;;;;;;;;;;
D21_ADJ;Unionite;;Unions-;;;;;;;;;;;
D22;The People's Democratic Republic of $REGION$;;Die Demokratische Volksrepublik von $REGION$;;;;;;;;;;;
D22_ADJ;PDR;;demokratisch-republikanisch;;;;;;;;;;;
D23;The $REGION$ Area;;Das $REGION$-Gebiet;;;;;;;;;;;
D23_ADJ;Areon;;ortsansässig;;;;;;;;;;;
D24;The Glorious Union of $REGION$;;Die Glorreiche Union von $REGION$;;;;;;;;;;;
D24_ADJ;Glorious;;glorreich;;;;;;;;;;;
D25;Mighty $REGION$;;Das mächtige Gebiet von $REGION$;;;;;;;;;;;
D25_ADJ;Mighty;;mächtig;;;;;;;;;;;
D26;The $REGION$ Free State;;Der $REGION$-Freistaat;;;;;;;;;;;
D26_ADJ;Freestator;;freistaatlich;;;;;;;;;;;
D27;The $REGION$ Commonwealth;;$REGION$-Commonwealth;;;;;;;;;;;
D27_ADJ;Commonwealth;;Commonwealth-;;;;;;;;;;;
D28;The $REGION$ Confederacy;;Die $REGION$-Konföderation;;;;;;;;;;;
D28_ADJ;Confederate;;konföderiert;;;;;;;;;;;
D29;The Free People of $REGION$;;Das Freie Volk von $REGION$;;;;;;;;;;;
D29_ADJ;Freepeople;;frei;;;;;;;;;;;
D30;The $REGION$ Republic;;Die $REGION$-Republik;;;;;;;;;;;
D30_ADJ;Republican;;republikanisch;;;;;;;;;;;
D31;The Holy Union of $REGION$;;Die Heilige Union von $REGION$;;;;;;;;;;;
D31_ADJ;Zealot;;zelotisch;;;;;;;;;;;
D32;The People's Union of $REGION$;;Die Volks-Union von $REGION$;;;;;;;;;;;
D32_ADJ;Unionite;;Unions-;;;;;;;;;;;
D33;The Federal States of $REGION$;;Die Föderationsstaaten von $REGION$;;;;;;;;;;;
D33_ADJ;Federation;;Föderations-;;;;;;;;;;;
D34;The $REGION$ Federal State;;Der $REGION$-Föderationsstaat;;;;;;;;;;;
D34_ADJ;Federation;;Föderations-;;;;;;;;;;;
D35;The $REGION$ Confederation;;Die $REGION$-Konföderation;;;;;;;;;;;
D35_ADJ;Confederate;;konföderiert;;;;;;;;;;;
D36;The $REGION$ Federation;;Die $REGION$-Föderation;;;;;;;;;;;
D36_ADJ;Federation;;Föderations-;;;;;;;;;;;
D37;The Pious Union of $REGION$;;Die Fromme Union von $REGION$;;;;;;;;;;;
D37_ADJ;Pious;;fromm;;;;;;;;;;;
D38;$REGION$ Land;;$REGION$-Land;;;;;;;;;;;
D38_ADJ;Lander;;Landes-;;;;;;;;;;;
D39;The Most Serene Republic of $REGION$;;Die Republik der Ruhe von $REGION$;;;;;;;;;;;
D39_ADJ;Serene;;ruhig;;;;;;;;;;;
D40;The Secret Kingdom of $REGION$;;Das Geheime Königreich von $REGION$;;;;;;;;;;;
D40_ADJ;Secret;;geheim;;;;;;;;;;;
D41;The Commune of $REGION$;;Die Kommune von $REGION$;;;;;;;;;;;
D41_ADJ;Communist;;kommunistisch;;;;;;;;;;;
D42;The $REGION$ Commune;;Die $REGION$-Kommune;;;;;;;;;;;
D42_ADJ;Communist;;kommunistisch;;;;;;;;;;;
D43;The Worker's Union of $REGION$;;Die Arbeiter-Union von $REGION$;;;;;;;;;;;
D43_ADJ;Worker;;Arbeiter-;;;;;;;;;;;
D44;The Landgrave of $REGION$;;Die Landgrafschaft von $REGION$;;;;;;;;;;;
D44_ADJ;Landgravine;;landgrafschaftlich;;;;;;;;;;;
D45;The Nation of $REGION$;;Die Nation von $REGION$;;;;;;;;;;;
D45_ADJ;Nationite;;national;;;;;;;;;;;
D46;Holy $REGION$;;Die Heilige Region von $REGION$;;;;;;;;;;;
D46_ADJ;Zealous;;zelotisch;;;;;;;;;;;
D47;The $REGION$ Dominion;;Das $REGION$-Dominion;;;;;;;;;;;
D47_ADJ;Dominator;;beherrschend;;;;;;;;;;;
D48;The People's State of $REGION$;;Der Volksstaat von $REGION$;;;;;;;;;;;
D48_ADJ;Popular;;völkisch;;;;;;;;;;;
D49;The High Kingdom of $REGION$;;Das Hohe Königreich von $REGION$;;;;;;;;;;;
D49_ADJ;Highest;;hochköniglich;;;;;;;;;;;
D50;The Lesser Duchy of $REGION$;;Das Kleinere Fürstentum von $REGION$;;;;;;;;;;;
D50_ADJ;Duchy;;fürstlich;;;;;;;;;;;
PW_UPGRADE_TO_COLONY;Click to convert to upgrade to colony. You need §Y$VALUE$§! colonial power points free to do this.;;Klickt, um eine Kolonie zu konvertieren und aufzuwerten. Ihr benötigt §Y$VALUE$§! verfügbare Kolonialmacht, um dies tun zu können.;;;;;;;;;;;
PW_CANT_UPGRADE_TO_COLONY;Upgrading to colony cost §R$VALUE$§! colonial power points.;;Die Aufwertung zur Kolonie kostet §R$VALUE$§! Punkte Kolonialmacht.;;;;;;;;;;;
PW_CANT_UPGRADE_TO_STATE;Incorporating as a state cost §R$VALUE$§! colonial power points.;;Die Einführung als Staat kostet §R$VALUE$§! Punkte Kolonialmacht.;;;;;;;;;;;
CREATE_DOMINION;Release Dominion;;Dominion entlassen;;;;;;;;;;;
CANT_CREATE_PROTECTORATE_COST;You need to have §R$VALUE$§! free colonial power points to create a protectorate.;;Ihr benötigt  §R$VALUE$§! verfügbare Kolonialmacht-Punkte, um ein Protektorat zu erschaffen.;;;;;;;;;;;
