Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
URA_ADJ;Ugrian;Ugrian;Ugrian;Ugrian;;;;;;;;;;
KHM;Khmer Empire;Khmer Empire;Khmer Empire;;Khmer Empire;;;;;;;;;
KHM_ADJ;khisimer;khisimer;khisimer;khisimer;;;;;;;;;;
TAR;Tartaria;Tartaria;Tartaria;Tartaria;;;;;;;;;;
TAR_ADJ;tartarian;tartarian;tartarian;tartarian;;;;;;;;;;
TCA;Transcaucasia Empire;Transcaucasia Empire;Transcaucasia Empire;Transcaucasia Empire;;;;;;;;;;
TCA_ADJ;transcaucassian;transcaucassian;transcaucassian;transcaucassian;;;;;;;;;;
MSC;Muscovy;Muscovy;Muscovy;Muscovy;;;;;;;;;;
MSC_ADJ;Russian;Russian;Russian;Russian;;;;;;;;;;
DUA;Dual Monarchy;Dual Monarchy;Dual Monarchy;Dual Monarchy;;;;;;;;;;
DUA_ADJ;British-frankish;British-frankish;British-frankish;British-frankish;;;;;;;;;;
HEL;Hellenic Empire;Hellenic Empire;Hellenic Empire;Hellenic Empire;;;;;;;;;;
HEL_absolute_monarchy;Hellenic Empire;Hellenic Empire;Hellenic Empire;Hellenic Empire;;;;;;;;;;
HEL_hms_government;Hellenic Empire;Hellenic Empire;Hellenic Empire;Hellenic Empire;;;;;;;;;;
HEL_ADJ;hellenistic;hellenistic;hellenistic;hellenistic;;;;;;;;;;
HEL_democracy;Republic of Hellena;Republic of Hellena;Republic of Hellena;Republic of Hellena;;;;;;;;;;
HEL_proletarian_dictatorship;Grand duchy of people republic Helleenistic empire;Grand duchy of people republic Helleenistic empire;Grand duchy of people republic Helleenistic empire;Grand duchy of people republic Helleenistic empire;;;;;;;;;;
HEL_fascist_dictatorship;Ethniki Apeleftherose Hellas;Ethniki Apeleftherose Hellas;Ethniki Apeleftherose Hellas;Ethniki Apeleftherose Hellas;;;;;;;;;;
ERE;Eastern Roman Empire;Eastern Roman Empire;Eastern Roman Empire;Eastern Roman Empire;;;;;;;;;;
ERE_ADJ;roman;roman;roman;roman;;;;;;;;;;
WRE;Western Roman Empire;Western Roman Empire;Western Roman Empire;Western Roman Empire;;;;;;;;;;
WRE_ADJ;romanum;romanum;romanum;romanum;;;;;;;;;;
UNA;North American Union;North American Union;North American Union;North American Union;;;;;;;;;;
UNA_ADJ;American;American;American;American;;;;;;;;;;
UNA_absolute_monarchy;Kingdom of american union;Kingdom of american union;Kingdom of american union;Kingdom of american union;;;;;;;;;;
UNA_proletarian_dictatorship;Union of Socialist American people republic;Union of Socialist American people republic;Union of Socialist American people republic;Union of Socialist American people republic;;;;;;;;;;
UDC;Union of Caribbean islands;Union of Caribbean islands;Union of Caribbean islands;Union of Caribbean islands;;;;;;;;;;
UDC_ADJ;caribeno;caribeno;caribeno;caribeno;;;;;;;;;;
VBZ;Virreinato de Brazil;Virreinato de Brazil;Virreinato de Brazil;Virreinato de Brazil;;;;;;;;;;
VBZ_ADJ;braziliano;braziliano;braziliano;braziliano;;;;;;;;;;
VNG;Virreinato de Nueva Granada;Virreinato de Nueva Granada;Virreinato de Nueva Granada;Virreinato de Nueva Granada;;;;;;;;;;
VNG_ADJ;Granadian;Granadian;Granadian;Granadian;;;;;;;;;;
VNE;Virreinato de Nueva Espania;Virreinato de Nueva Espania;Virreinato de Nueva Espania;Virreinato de Nueva Espania;;;;;;;;;;
VNE_ADJ;Spanish;Spanish;Spanish;Spanish;;;;;;;;;;
VRP;Virreinato del Rio de la Plata;Virreinato del Rio de la Plata;Virreinato del Rio de la Plata;Virreinato del Rio de la Plata;;;;;;;;;;
VRP_ADJ;mar platense;mar platense;mar platense;mar platense;;;;;;;;;;
VPU;Virreinato de Peru;Virreinato de Peru;Virreinato de Peru;Virreinato de Peru;;;;;;;;;;
VPU_ADJ;Peruvian;Peruvian;Peruvian;Peruvian;;;;;;;;;;
HSP;Hispaniola;Hispaniola;Hispaniola;Hispaniola;;;;;;;;;;
HSP_ADJ;Hispaniolan;Hispaniolan;Hispaniolan;Hispaniolan;;;;;;;;;;
INT;Intermarium;Intermarium;Intermarium;Intermarium;;;;;;;;;;
INT_democracy;Republic of Intermarium;Republic of Intermarium;Republic of Intermarium;Republic of Intermarium;;;;;;;;;;
INT_proletarian_dictatorship;Grand Duchy of people republic union of Intermarium;Grand Duchy of people republic union of Intermarium;Grand Duchy of people republic union of IntermariumGrand Duchy of people republic union of Intermarium;;;;;;;;;;;
INT_ADJ;Pannonian;Pannonian;Pannonian;Pannonian;;;;;;;;;;
FNA;French North Africa;French North Africa;French North Africa;French North Africa;;;;;;;;;;
FNA_ADJ;arabian;arabian;arabian;arabian;;;;;;;;;;
FID;French Indochina;French Indochina;French Indochina;French Indochina;;;;;;;;;;
FID_ADJ;Indochinan;Indochinan;Indochinan;Indochinan;;;;;;;;;;
PLN;Polinesia francesa;Polinesia francesa;Polinesia francesa;Polinesia francesa;;;;;;;;;;
PLN_ADJ;Persian;Persian;Persian;Persian;;;;;;;;;;
PSE;The Persian Empire;The Persian Empire;The Persian Empire;The Persian Empire;;;;;;;;;;
