Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
promotion_by_merit;Promotion by Merit;Promotion by Merit;Promotion by Merit;;Promotion by Merit;;;;;;;;;
napoleonic_wars_experience;Napoleonic Wars Experience;Napoleonic Wars Experience;Napoleonic Wars Experience;;Napoleonic Wars Experience;;;;;;;;;
modern_army_professionalism;Modern Army Professionalism;Modern Army Professionalism;Modern Army Professionalism;;Modern Army Professionalism;;;;;;;;;
tactical_decision_making;Tactical Decision Making;Tactical Decision Making;Tactical Decision Making;;Tactical Decision Making;;;;;;;;;
early_business_banks;Early Business Banks;Early Business Banks;Early Business Banks;;Early Business Banks;;;;;;;;;
unregulated_banking;Unregulated Banking;Unregulated Banking;Unregulated Banking;;Unregulated Banking;;;;;;;;;
18th_banking;18th Banking;18th Banking;18th Banking;;18th Banking;;;;;;;;;
modern_private_banks;Modern Private Banks;Modern Private Banks;Modern Private Banks;;Modern Private Banks;;;;;;;;;
industrial_revolution_banking;Industrial Revolution Banking;Industrial Revolution Banking;Industrial Revolution Banking;;Industrial Revolution Banking;;;;;;;;;
modern_business_banks;Modern Business Banks;Modern Business Banks;Modern Business Banks;;Modern Business Banks;;;;;;;;;
modern_investment_banks;Modern Investment Banks;Modern Investment Banks;Modern Investment Banks;;Modern Investment Banks;;;;;;;;;
coin_minting;Coin Minting;Coin Minting;Coin Minting;;Coin Minting;;;;;;;;;
private_bank_coin_minting;Private Bank Minting;Private Bank Minting;Private Bank Minting;;Private Bank Minting;;;;;;;;;
central_bank_system;Central Bank System;Central Bank System;Central Bank System;;Central Bank System;;;;;;;;;
early_exchange_rates;Early Exchange Rates;Early Exchange Rates;Early Exchange Rates;;Early Exchange Rates;;;;;;;;;
planned_exchange_rates;Planned Exchange Rates;Planned Exchange Rates;Planned Exchange Rates;;Planned Exchange Rates;;;;;;;;;
market_exchange_rates;Market Exchange Rates;Market Exchange Rates;Market Exchange Rates;;Market Exchange Rates;;;;;;;;;
mercantilist_thought;Mercantilist Thought;Mercantilist Thought;Mercantilist Thought;;Mercantilist Thought;;;;;;;;;
monopolistic_economics;Monopolistic Economics;Monopolistic Economics;Monopolistic Economics;;Monopolistic Economics;;;;;;;;;
early_free_trade_theory;Early Free Trade Theory;Early Free Trade Theory;Early Free Trade Theory;;Early Free Trade Theory;;;;;;;;;
laissez_faire_economics;Laissez Faire Economics;Laissez Faire Economics;Laissez Faire Economics;;Laissez Faire Economics;;;;;;;;;
early_classical_theory;Early Classical Theory;Early Classical Theory;Early Classical Theory;;Early Classical Theory;;;;;;;;;
classical_theory;Classical Theory;Classical Theory;Classical Theory;;Classical Theory;;;;;;;;;
industrial_revolution;Industrial Revolution;Industrial Revolution;Industrial Revolution;;Industrial Revolution;;;;;;;;;
protectionist_policies;Protectionist Policies;Protectionist Policies;Protectionist Policies;;Protectionist Policies;;;;;;;;;
heavy_market_regulations;Heavy Market Regulations;Heavy Market Regulations;Heavy Market Regulations;;Heavy Market Regulations;;;;;;;;;
standard_market_regulation;Standard Market Regulation;Standard Market Regulation;Standard Market Regulation;;Standard Market Regulation;;;;;;;;;
low_market_regulation;Low Market Regulation;Low Market Regulation;Low Market Regulation;;Low Market Regulation;;;;;;;;;
death_of_mercantilism;Death of Mercantilism;Death of Mercantilism;Death of Mercantilism;;Death of Mercantilism;;;;;;;;;
modern_market_structure;Modern Market Structure;Modern Market Structure;Modern Market Structure;;Modern Market Structure;;;;;;;;;
captains_of_industry;Captains of Industry;Captains of Industry;Captains of Industry;;Captains of Industry;;;;;;;;;
guild_based_production;Guild-based Production;Guild-based Production;Guild-based Production;;Guild-based Production;;;;;;;;;
commercial_revolution_ends;Commercial Revolution Ends;Commercial Revolution Ends;Commercial Revolution Ends;;Commercial Revolution Ends;;;;;;;;;
pure_artisan_production;Pure Artisan Production;Pure Artisan Production;Pure Artisan Production;;Pure Artisan Production;;;;;;;;;
corporations;Corporations;Corporations;Corporations;;Corporations;;;;;;;;;
organized_labor;Organized Labor;Organized Labor;Organized Labor;;Organized Labor;;;;;;;;;
modern_factories;Modern Factories;Modern Factories;Modern Factories;;Modern Factories;;;;;;;;;
dualism;Dualism;Dualism;Dualism;;Dualism;;;;;;;;;
humanism;Humanism;Humanism;Humanism;;Humanism;;;;;;;;;
classicism;Classicism;Classicism;Classicism;;Classicism;;;;;;;;;
late_18th_aesthetics;Late 18th Century Aesthetics;Late 18th Century Aesthetics;Late 18th Century Aesthetics;;Late 18th Century Aesthetics;;;;;;;;;
19th_aesthetics;19th Aesthetics;19th Aesthetics;19th Aesthetics;;19th Aesthetics;;;;;;;;;
neorealism;Neo-Realism;Neo-Realism;Neo-Realism;;Neo-Realism;;;;;;;;;
mass_culture;Mass Culture;Mass Culture;Mass Culture;;Mass Culture;;;;;;;;;
scholasticism;Scholasticism;Scholasticism;Scholasticism;;Scholasticism;;;;;;;;;
early_enlightenment;Early Enlightenment;Early Enlightenment;Early Enlightenment;;Early Enlightenment;;;;;;;;;
enlightened_absolutism;Enlightment Absolutism;Enlightment Absolutism;Enlightment Absolutism;;Enlightment Absolutism;;;;;;;;;
individualism;Individualism;Individualism;Individualism;;Individualism;;;;;;;;;
cartesianism;Cartesianism;Cartesianism;Cartesianism;;Cartesianism;;;;;;;;;
historicism;Historicism;Historicism;Historicism;;Historicism;;;;;;;;;
biologism;Biologism;Biologism;Biologism;;Biologism;;;;;;;;;
kantianism;Kantianism;Kantianism;Kantianism;;Kantianism;;;;;;;;;
mutualism_thought;Mutualism Thought;Mutualism Thought;Mutualism Thought;;Mutualism Thought;;;;;;;;;
absolute_idealism;Absolute Idealism;Absolute Idealism;Absolute Idealism;;Absolute Idealism;;;;;;;;;
anarchism;Anarchism;Anarchism;Anarchism;;Anarchism;;;;;;;;;
feudalism;Feudalism;Feudalism;Feudalism;;Feudalism;;;;;;;;;
divine_right;Divine Right;Divine Right;Divine Right;;Divine Right;;;;;;;;;
early_18th_absolutism;Early 18th Cent. Absolutism;Early 18th Cent. Absolutism;Early 18th Cent. Absolutism;;Early 18th Cent. Absolutism;;;;;;;;;
colonial_ambitions;Colonial Ambitions;Colonial Ambitions;Colonial Ambitions;;Colonial Ambitions;;;;;;;;;
freedom_and_independence;Freedom and Independence;Freedom and Independence;Freedom and Independence;;Freedom and Independence;;;;;;;;;
the_grand_revolution;The Grand Revolution;The Grand Revolution;The Grand Revolution;;The Grand Revolution;;;;;;;;;
comparative;Comparitive Theory;Comparitive Theory;Comparitive Theory;;Comparitive Theory;;;;;;;;;
abnormalism;Abnormalism;Abnormalism;Abnormalism;;Abnormalism;;;;;;;;;
early_experimental_psychology;Early Experimental Psychology;Early Experimental Psychology;Early Experimental Psychology;;Early Experimental Psychology;;;;;;;;;
ontology;Ontology;Ontology;Ontology;;Ontology;;;;;;;;;
descriptive_psychology;Descriptive Psychology;Descriptive Psychology;Descriptive Psychology;;Descriptive Psychology;;;;;;;;;
early_water_wheel;Early Water Wheel;Early Water Wheel;Early Water Wheel;;Early Water Wheel;;;;;;;;;
modern_water_wheel;Modern Water Wheel;Modern Water Wheel;Modern Water Wheel;;Modern Water Wheel;;;;;;;;;
early_steam_engines;Early Steam Engines;Early Steam Engines;Early Steam Engines;;Early Steam Engines;;;;;;;;;
early_high_pressure_engine;Early High Pressure Engine;Early High Pressure Engine;Early High Pressure Engine;;Early High Pressure Engine;;;;;;;;;
watt_steam_engine;Watt Steam Engine;Watt Steam Engine;Watt Steam Engine;;Watt Steam Engine;;;;;;;;;
compound_steam_engine;Compound  Steam Engine;Compound  Steam Engine;Compound  Steam Engine;;Compound  Steam Engine;;;;;;;;;
late_high_pressure_engine;Late High Pressure Engine;Late High Pressure Engine;Late High Pressure Engine;;Late High Pressure Engine;;;;;;;;;
calculus;Calculus;Calculus;Calculus;;Calculus;;;;;;;;;
artisan_guilds;Artisan Guilds;Artisan Guilds;Artisan Guilds;;Artisan Guilds;;;;;;;;;
early_water_pump;Early Water Pump;Early Water Pump;Early Water Pump;;Early Water Pump;;;;;;;;;
metal_water_wheels;Metal Water Wheels;Metal Water Wheels;Metal Water Wheels;;Metal Water Wheels;;;;;;;;;
textile_machinery;Textile Machinery;Textile Machinery;Textile Machinery;;Textile Machinery;;;;;;;;;
iron_machine_work;Iron Machine Work;Iron Machine Work;Iron Machine Work;;Iron Machine Work;;;;;;;;;
cast_iron;Cast Iron;Cast Iron;Cast Iron;;Cast Iron;;;;;;;;;
cementation_steel;Cementation Steel;Cementation Steel;Cementation Steel;;Cementation Steel;;;;;;;;;
coke_iron;Coke Iron;Coke Iron;Coke Iron;;Coke Iron;;;;;;;;;
coke_pig_iron;Coke Pig Iron;Coke Pig Iron;Coke Pig Iron;;Coke Pig Iron;;;;;;;;;
potting_and_stamping;Potting and Stamping;Potting and Stamping;Potting and Stamping;;Potting and Stamping;;;;;;;;;
puddling_iron;Puddling Iron;Puddling Iron;Puddling Iron;;Puddling Iron;;;;;;;;;
wooden_mine_railways;Wooden Mine Railways;Wooden Mine Railways;Wooden Mine Railways;;Wooden Mine Railways;;;;;;;;;
advanced_wooden_mine_railways;Advanced Mine Rails;Advanced Mine Rails;Advanced Mine Rails;;Advanced Mine Rails;;;;;;;;;
advanced_experimental_railroad;Advanced Experimental Railroad;Advanced Experimental Railroad;Advanced Experimental Railroad;;Advanced Experimental Railroad;;;;;;;;;
advanced_iron_railroad;Advanced Iron Railroad;Advanced Iron Railroad;Advanced Iron Railroad;;Advanced Iron Railroad;;;;;;;;;
advanced_steel_railroad;Advanced Steel Railroad;Advanced Steel Railroad;Advanced Steel Railroad;;Advanced Steel Railroad;;;;;;;;;
advanced_integral_rail_system;Advanced Integral Rail System;Advanced Integral Rail System;Advanced Integral Rail System;;Advanced Integral Rail System;;;;;;;;;
advanced_limited_access_roads;Advanced Roads;Advanced Roads;Advanced Roads;;Advanced Roads;;;;;;;;;
early_medicine;Early Medicine;Early Medicine;Early Medicine;;Early Medicine;;;;;;;;;
modern_chemistry;Modern Chemistry;Modern Chemistry;Modern Chemistry;;Modern Chemistry;;;;;;;;;
conservation_of_mass;Conservation of Mass;Conservation of Mass;Conservation of Mass;;Conservation of Mass;;;;;;;;;
early_electricity;Early Electricity;Early Electricity;Early Electricity;;Early Electricity;;;;;;;;;
modern_medicine;Modern Medicine;Modern Medicine;Modern Medicine;;Modern Medicine;;;;;;;;;
conservation_of_energy;Conservation of Energy;Conservation of Energy;Conservation of Energy;;Conservation of Energy;;;;;;;;;
periodic_table;Periodic Table;Periodic Table;Periodic Table;;Periodic Table;;;;;;;;;
robert_blake_doctrine;Robert Blake Doctrine;Robert Blake Doctrine;Robert Blake Doctrine;;Robert Blake Doctrine;;;;;;;;;
dutch_doctrine;Dutch Doctrine;Dutch Doctrine;Dutch Doctrine;;Dutch Doctrine;;;;;;;;;
early_line_of_battle_doctrine;Early Line of Battle Doctrine;Early Line of Battle Doctrine;Early Line of Battle Doctrine;;Early Line of Battle Doctrine;;;;;;;;;
colonial_doctrine;Colonial Doctrine;Colonial Doctrine;Colonial Doctrine;;Colonial Doctrine;;;;;;;;;
british_doctrine;British Doctrine;British Doctrine;British Doctrine;;British Doctrine;;;;;;;;;
late_line_of_battle_doctrine;Late Line of Battle Doctrine;Late Line of Battle Doctrine;Late Line of Battle Doctrine;;Late Line of Battle Doctrine;;;;;;;;;
galleon_design;Galleon Design;Galleon Design;Galleon Design;;Galleon Design;;;;;;;;;
ship_of_the_line_design;Ship of the Line Design;Ship of the Line Design;Ship of the Line Design;;Ship of the Line Design;;;;;;;;;
2_decker_ships;2 Decker Ships;2 Decker Ships;2 Decker Ships;;2 Decker Ships;;;;;;;;;
standard_74_gun_ships;Standard 74 Gun Ships;Standard 74 Gun Ships;Standard 74 Gun Ships;;Standard 74 Gun Ships;;;;;;;;;
3_decker_ships;3 Decker Ships;3 Decker Ships;3 Decker Ships;;3 Decker Ships;;;;;;;;;
early_steamers;Early Steamers;Early Steamers;Early Steamers;;Early Steamers;;;;;;;;;
early_naval_design_bureaus;Early Naval Design Bureaus;Early Naval Design Bureaus;Early Naval Design Bureaus;;Early Naval Design Bureaus;;;;;;;;;
fixed_ship_design;Fixed Ship Design;Fixed Ship Design;Fixed Ship Design;;Fixed Ship Design;;;;;;;;;
early_weapon_platforms;Early Weapon Platforms;Early Weapon Platforms;Early Weapon Platforms;;Early Weapon Platforms;;;;;;;;;
fixed_gun_armament;Fixed Gun Armament;Fixed Gun Armament;Fixed Gun Armament;;Fixed Gun Armament;;;;;;;;;
balanced_naval_design;Balanced Naval Design;Balanced Naval Design;Balanced Naval Design;;Balanced Naval Design;;;;;;;;;
napoleonic_naval_design;Napoleonic Naval Design;Napoleonic Naval Design;Napoleonic Naval Design;;Napoleonic Naval Design;;;;;;;;;
premodern_naval_design_bureaus;Premodern Naval Design Bureaus;Premodern Naval Design Bureaus;Premodern Naval Design Bureaus;;Premodern Naval Design Bureaus;;;;;;;;;
naval_flag_signaling;Naval Flag Signaling;Naval Flag Signaling;Naval Flag Signaling;;Naval Flag Signaling;;;;;;;;;
early_naval_plans;Early Naval Plans;Early Naval Plans;Early Naval Plans;;Early Naval Plans;;;;;;;;;
early_naval_statistics;Early Naval Statistics;Early Naval Statistics;Early Naval Statistics;;Early Naval Statistics;;;;;;;;;
early_naval_logistics;Early Naval Logistics;Early Naval Logistics;Early Naval Logistics;;Early Naval Logistics;;;;;;;;;
early_naval_directionism;Early Naval Directionism;Early Naval Directionism;Early Naval Directionism;;Early Naval Directionism;;;;;;;;;
early_naval_integration;Early Naval Integration;Early Naval Integration;Early Naval Integration;;Early Naval Integration;;;;;;;;;
numeral_flag_signaling;Numeral Flag Signaling;Numeral Flag Signaling;Numeral Flag Signaling;;Numeral Flag Signaling;;;;;;;;;
pre_modern_naval_plans;Pre-Modern Naval Plans;Pre-Modern Naval Plans;Pre-Modern Naval Plans;;Pre-Modern Naval Plans;;;;;;;;;
pre_modern_naval_statistics;Pre-Modern Naval Statistics;Pre-Modern Naval Statistics;Pre-Modern Naval Statistics;;Pre-Modern Naval Statistics;;;;;;;;;
pre_modern_naval_logistics;Pre-Modern Naval Logistics;Pre-Modern Naval Logistics;Pre-Modern Naval Logistics;;Pre-Modern Naval Logistics;;;;;;;;;
pre_modern_naval_directionism;Pre-Modern Naval Directionism;Pre-Modern Naval Directionism;Pre-Modern Naval Directionism;;Pre-Modern Naval Directionism;;;;;;;;;
pre_modern_naval_integration;Pre-Modern Naval Integration;Pre-Modern Naval Integration;Pre-Modern Naval Integration;;Pre-Modern Naval Integration;;;;;;;;;
early_command_principle;Early Command Principle;Early Command Principle;Early Command Principle;;Early Command Principle;;;;;;;;;
early_naval_professionalism;Early Naval Professionalism;Early Naval Professionalism;Early Naval Professionalism;;Early Naval Professionalism;;;;;;;;;
early_naval_decision_making;Early Naval Decision Making;Early Naval Decision Making;Early Naval Decision Making;;Early Naval Decision Making;;;;;;;;;
early_naval_risk_management;Early Naval Risk Management;Early Naval Risk Management;Early Naval Risk Management;;Early Naval Risk Management;;;;;;;;;
early_naval_nco_training;Early Naval NCO Training;Early Naval NCO Training;Early Naval NCO Training;;Early Naval NCO Training;;;;;;;;;
napoleonic_naval_leadership;Napoleonic Naval Leadership;Napoleonic Naval Leadership;Napoleonic Naval Leadership;;Napoleonic Naval Leadership;;;;;;;;;
post_napoleonic_command_principle;Post Napoleonic Command Principle;Post Napoleonic Command Principle;Post Napoleonic Command Principle;;Post Napoleonic Command Principle;;;;;;;;;
modern_naval_professionalism;Modern Naval Professionalism;Modern Naval Professionalism;Modern Naval Professionalism;;Modern Naval Professionalism;;;;;;;;;
modern_naval_decision_making;Modern Naval Decision Making;Modern Naval Decision Making;Modern Naval Decision Making;;Modern Naval Decision Making;;;;;;;;;
modern_naval_risk_management;Modern Naval Risk Management;Modern Naval Risk Management;Modern Naval Risk Management;;Modern Naval Risk Management;;;;;;;;;
modern_naval_nco_training;Modern Naval NCO Training;Modern Naval NCO Training;Modern Naval NCO Training;;Modern Naval NCO Training;;;;;;;;;
heavy_financial_regulations;Heavy Financial Regulations;Heavy Financial Regulations;Heavy Financial Regulations;;Heavy Financial Regulations;;;;;;;;;
heavy_banking_regulations;Heavy Banking Regulations;Heavy Banking Regulations;Heavy Banking Regulations;;Heavy Banking Regulations;;;;;;;;;
standard_financial_regulations;Standard Financial Regulations;Standard Financial Regulations;Standard Financial Regulations;;Standard Financial Regulations;;;;;;;;;
standard_banking_regulations;Standard Banking Regulations;Standard Banking Regulations;Standard Banking Regulations;;Standard Banking Regulations;;;;;;;;;
low_financial_regulations;Low Financial Regulations;Low Financial Regulations;Low Financial Regulations;;Low Financial Regulations;;;;;;;;;
low_banking_regulations;Low Banking Regulations;Low Banking Regulations;Low Banking Regulations;;Low Banking Regulations;;;;;;;;;
classical_era_of_music;Classical Era of Music;Classical Era of Music;Classical Era of Music;;Classical Era of Music;;;;;;;;;
15th_century_cannons;15th Century Ship Cannons;15th Century Ship Cannons;15th Century Ship Cannons;;15th Century Ship Cannons;;;;;;;;;
colombus_voyage;Columbus Voyage;Columbus Voyage;Columbus Voyage;;Columbus Voyage;;;;;;;;;
carrack_design;Carrack Design;Carrack Design;Carrack Design;;Carrack Design;;;;;;;;;
magelan_voyage;Magelan Voyage;Magelan Voyage;Magelan Voyage;;Magelan Voyage;;;;;;;;;
16th_century_cannons;16th Century Ship Cannons;16th Century Ship Cannons;16th Century Ship Cannons;;16th Century Ship Cannons;;;;;;;;;
pirate_ships_design;Pirate Ships Design;Pirate Ships Design;Pirate Ships Design;;Pirate Ships Design;;;;;;;;;
sir_francis_drake_doctrine;Sir Francis Drake Doctrine;Sir Francis Drake Doctrine;Sir Francis Drake Doctrine;;Sir Francis Drake Doctrine;;;;;;;;;
elisabetan_naval_leadership;Elisabethan Naval Leadership;Elisabethan Naval Leadership;Elisabethan Naval Leadership;;Elisabethan Naval Leadership;;;;;;;;;
spanish_armada;Spanish Armada;Spanish Armada;Spanish Armada;;Spanish Armada;;;;;;;;;
17th_century_cannons;17th Century Ship Cannons;17th Century Ship Cannons;17th Century Ship Cannons;;17th Century Ship Cannons;;;;;;;;;
napoleonic_ships;Napoleonic Ships;Napoleonic Ships;Napoleonic Ships;;Napoleonic Ships;;;;;;;;;
early_submarines;Early Submarines;Early Submarines;Early Submarines;;Early Submarines;;;;;;;;;
aircraft_carriers;Aircraft Carriesrs;Aircraft Carriesrs;Aircraft Carriesrs;;Aircraft Carriesrs;;;;;;;;;
ww2_battelship_doctrine;WW 2 Battleship Doctrine;WW2 Battleship Doctrine;WW2 Battleship Doctrine;;WW2 Battleship Doctrine;;;;;;;;;
ww2_submarines;WW 2 Submarines;WW2 Submarines;WW2 Submarines;;WW2 Submarines;;;;;;;;;
20th_century_professionalism;20th Century Professionalism;20th Century Professionalism;20th Century Professionalism;;20th Century Professionalism;;;;;;;;;
ww2_battleships;WW 2 Battleships;ww2 Battleships;ww2 Battleships;;ww2 Battleships;;;;;;;;;
nuclear_powered_ships_design;Nuclear Powered Ships Design;Nuclear Powered Ships Design;Nuclear Powered Ships Design;;Nuclear Powered Ships Design;;;;;;;;;
marxist_economics;Marxist Economics;Marxist Economics;Marxist Economics;;Marxist Economics;;;;;;;;;
early_manufactures;Early Manufactures;Early Manufactures;Early Manufactures;;Early Manufactures;;;;;;;;;
late_manufactures;Late Manufactures;Late Manufactures;Late Manufactures;;Late Manufactures;;;;;;;;;
autobahn;Autobahn;Autobahn;Autobahn;;Autobahn;;;;;;;;;
superhighways;Superhighways;Superhighways;Superhighways;;Superhighways;;;;;;;;;
